title,subjects,authors,publish-date
Gene–gene interaction detection with deep learning,"['Epistasis', 'Genome-wide association studies', 'Machine learning', 'Statistical methods']","['Tianyu Cui', 'Khaoula El Mekkaoui', 'Jaakko Reinvall', 'Aki S. Havulinna', 'Pekka Marttinen', 'Samuel Kaski']",2022-11-12
SVision: a deep learning approach to resolve complex structural variants,"['Genome informatics', 'Genomics', 'Machine learning', 'Software']","['Jiadong Lin', 'Songbo Wang', 'Peter A. Audano', 'Deyu Meng', 'Jacob I. Flores', 'Walter Kosters', 'Xiaofei Yang', 'Peng Jia', 'Tobias Marschall', 'Christine R. Beck', 'Kai Ye']",2022-09-16
UnMICST: Deep learning with real augmentation for robust segmentation of highly multiplexed images of human tissues,"['Cancer imaging', 'Image processing', 'Machine learning']","['Clarence Yapp', 'Edward Novikov', 'Won-Dong Jang', 'Tuulia Vallius', 'Yu-An Chen', 'Marcelo Cicconet', 'Zoltan Maliga', 'Connor A. Jacobson', 'Donglai Wei', 'Sandro Santagata', 'Hanspeter Pfister', 'Peter K. Sorger']",2022-11-18
The evaluation of the reduction of radiation dose via deep learning-based reconstruction for cadaveric human lung CT images,"['Image processing', 'Imaging', 'Machine learning']","['Tomo Miyata', 'Masahiro Yanagawa', 'Noriko Kikuchi', 'Kazuki Yamagata', 'Yukihisa Sato', 'Yuriko Yoshida', 'Mitsuko Tsubamoto', 'Noriyuki Tomiyama']",2022-07-20
Using model explanations to guide deep learning models towards consistent explanations for EHR data,"['Computer science', 'Machine learning']","['Matthew Watson', 'Bashar Awwad Shiekh Hasan', 'Noura Al Moubayed']",2022-11-18
Autonomous environment-adaptive microrobot swarm navigation enabled by deep learning-based real-time distribution planning,"['Computer science', 'Mechanical engineering', 'Nanomedicine']","['Lidong Yang', 'Jialin Jiang', 'Xiaojie Gao', 'Qinglong Wang', 'Qi Dou', 'Li Zhang']",2022-05-16
Nature-inspired architected materials using unsupervised deep learning,"['Engineering', 'Materials science', 'Mechanical engineering']","['Sabrina Chin-yun Shen', 'Markus J. Buehler']",2022-11-25
Deep learning-based brain age prediction in normal aging and dementia,"['Ageing', ""Alzheimer's disease"", 'Diagnostic markers', 'Neural ageing']","['Jeyeon Lee', 'Brian J. Burkett', 'Hoon-Ki Min', 'Matthew L. Senjem', 'Emily S. Lundt', 'Hugo Botha', 'Jonathan Graff-Radford', 'Leland R. Barnard', 'Jeffrey L. Gunter', 'Christopher G. Schwarz', 'Kejal Kantarci', 'David S. Knopman', 'Bradley F. Boeve', 'Val J. Lowe', 'Ronald C. Petersen', 'Clifford R. Jack Jr.', 'David T. Jones']",2022-05-09
Novel deep learning hybrid models (CNN-GRU and DLDL-RF) for the susceptibility classification of dust sources in the Middle East: a global source,"['Environmental sciences', 'Natural hazards']","['Hamid Gholami', 'Aliakbar Mohammadifar']",2022-11-11
Deep learning-based quantification of NAFLD/NASH progression in human liver biopsies,"['Computer science', 'Diagnostics', 'Liver cirrhosis', 'Liver fibrosis', 'Metabolic syndrome', 'Non-alcoholic fatty liver disease', 'Non-alcoholic steatohepatitis', 'Outcomes research']","['Fabian Heinemann', 'Peter Gross', 'Svetlana Zeveleva', 'Hu Sheng Qian', 'Jon Hill', 'Anne Höfer', 'Danny Jonigk', 'Anna Mae Diehl', 'Manal Abdelmalek', 'Martin C. Lenter', 'Steven S. Pullen', 'Paolo Guarnieri', 'Birgit Stierstorfer']",2022-11-10
Nonlinear sensitivity of glacier mass balance to future climate change unveiled by deep learning,"['Cryospheric science', 'Geophysics']","['Jordi Bolibar', 'Antoine Rabatel', 'Isabelle Gouttevin', 'Harry Zekollari', 'Clovis Galiez']",2022-01-20
Deep learning signature of brain [18F]FDG PET associated with cognitive outcome of rapid eye movement sleep behavior disorder,"['Brain imaging', 'Machine learning', 'Positron-emission tomography', 'Predictive markers', 'Sleep disorders']","['Hyun Gee Ryoo', 'Jung-Ick Byun', 'Hongyoon Choi', 'Ki-Young Jung']",2022-11-10
Measuring and modelling perceptions of the built environment for epidemiological research using crowd-sourcing and image-based deep learning models,"['Deep learning', 'perceptions', 'built environment', 'safety', 'nature quality', 'exposure assessment']","['Andrew Larkin', 'Ajay Krishna', 'Lizhong Chen', 'Ofer Amram', 'Ally R. Avery', 'Glen E. Duncan', 'Perry Hystad']",2022-11-11
Deep learning-based framework for slide-based histopathological image analysis,"['Mathematics and computing', 'Medical research']","['Sai Kosaraju', 'Jeongyeon Park', 'Hyun Lee', 'Jung Wook Yang', 'Mingon Kang']",2022-11-09
Novel 3D video action recognition deep learning approach for near real time epileptic seizure classification,"['Biomedical engineering', 'Computational neuroscience', 'Computational science', 'Epilepsy', 'Translational research']","['Tamás Karácsony', 'Anna Mira Loesch-Biffar', 'Christian Vollmar', 'Jan Rémi', 'Soheyl Noachtar', 'João Paulo Silva Cunha']",2022-11-15
Deep learning for fully-automated nuclear pleomorphism scoring in breast cancer,"['Breast cancer', 'Pathology', 'Translational research']","['Caner Mercan', 'Maschenka Balkenhol', 'Roberto Salgado', 'Mark Sherman', 'Philippe Vielh', 'Willem Vreuls', 'António Polónia', 'Hugo M. Horlings', 'Wilko Weichert', 'Jodi M. Carter', 'Peter Bult', 'Matthias Christgen', 'Carsten Denkert', 'Koen van de Vijver', 'John-Melle Bokhorst', 'Jeroen van der Laak', 'Francesco Ciompi']",2022-11-08
High-speed quadrupedal locomotion by imitation-relaxation reinforcement learning,"['Applied mathematics', 'Mechanical engineering']","['Yongbin Jin', 'Xianwei Liu', 'Yecheng Shao', 'Hongtao Wang', 'Wei Yang']",2022-12-14
Accurate prediction of molecular properties and drug targets using a self-supervised image representation learning framework,"['Cheminformatics', 'Computational science', 'Information technology', 'SARS-CoV-2']","['Xiangxiang Zeng', 'Hongxin Xiang', 'Linhui Yu', 'Jianmin Wang', 'Kenli Li', 'Ruth Nussinov', 'Feixiong Cheng']",2022-11-17
A deep learning model established for evaluating lid margin signs with colour anterior segment photography,"['Eye diseases', 'Eye manifestations']","['Yuexin Wang', 'Xingheng Jia', 'Shanshan Wei', 'Xuemin Li']",2022-06-23
Segmentation of macular neovascularization and leakage in fluorescein angiography images in neovascular age-related macular degeneration using deep learning,"['Macular degeneration', 'Medical imaging', 'Retinal diseases']","['David Holomcik', 'Philipp Seeböck', 'Bianca S. Gerendas', 'Georgios Mylonas', 'Bilal Haj Najeeb', 'Ursula Schmidt-Erfurth', 'Gabor Deak']",2022-07-01
Quantifying arousal and awareness in altered states of consciousness using interpretable deep learning,"['Disorders of consciousness', 'Predictive markers', 'Sleep']","['Minji Lee', 'Leandro R. D. Sanz', 'Alice Barra', 'Audrey Wolff', 'Jaakko O. Nieminen', 'Melanie Boly', 'Mario Rosanova', 'Silvia Casarotto', 'Olivier Bodart', 'Jitka Annen', 'Aurore Thibaut', 'Rajanikant Panda', 'Vincent Bonhomme', 'Marcello Massimini', 'Giulio Tononi', 'Steven Laureys', 'Olivia Gosseries', 'Seong-Whan Lee']",2022-02-25
Magnetic control of tokamak plasmas through deep reinforcement learning,"['Computer science', 'Magnetically confined plasmas', 'Nuclear fusion and fission']","['Jonas Degrave', 'Federico Felici', 'Jonas Buchli', 'Michael Neunert', 'Brendan Tracey', 'Francesco Carpanese', 'Timo Ewalds', 'Roland Hafner', 'Abbas Abdolmaleki', 'Diego de las Casas', 'Craig Donner', 'Leslie Fritz', 'Cristian Galperti', 'Andrea Huber', 'James Keeling', 'Maria Tsimpoukelli', 'Jackie Kay', 'Antoine Merle', 'Jean-Marc Moret', 'Seb Noury', 'Federico Pesamosca', 'David Pfau', 'Olivier Sauter', 'Cristian Sommariva', 'Stefano Coda', 'Basil Duval', 'Ambrogio Fasoli', 'Pushmeet Kohli', 'Koray Kavukcuoglu', 'Demis Hassabis', 'Martin Riedmiller']",2022-02-16
Automated system for classification of COVID-19 infection from lung CT images based on machine learning and deep learning techniques,"['Diseases', 'Engineering', 'Health care']","['Bhargavee Guhan', 'Laila Almutairi', 'S. Sowmiya', 'U. Snekhalatha', 'T. Rajalakshmi', 'Shabnam Mohamed Aslam']",2022-10-18
Assessment of deep learning assistance for the pathological diagnosis of gastric cancer,"['Cancer screening', 'Gastric cancer', 'Pathology', 'Translational research']","['Wei Ba', 'Shuhao Wang', 'Meixia Shang', 'Ziyan Zhang', 'Huan Wu', 'Chunkai Yu', 'Ranran Xing', 'Wenjuan Wang', 'Lang Wang', 'Cancheng Liu', 'Huaiyin Shi', 'Zhigang Song']",2022-04-08
Comparison of deep learning segmentation and multigrader-annotated mandibular canals of multicenter CBCT scans,"['Cone-beam computed tomography', 'Machine learning', 'Medical imaging']","['Jorma Järnstedt', 'Jaakko Sahlsten', 'Joel Jaskari', 'Kimmo Kaski', 'Helena Mehtonen', 'Ziyuan Lin', 'Ari Hietanen', 'Osku Sundqvist', 'Vesa Varjonen', 'Vesa Mattila', 'Sangsom Prapayasotok', 'Sakarat Nalampang']",2022-11-03
Designing mechanically tough graphene oxide materials using deep reinforcement learning,"['Computational methods', 'Two-dimensional materials']","['Bowen Zheng', 'Zeyu Zheng', 'Grace X. Gu']",2022-11-05
Deep learning model to predict Epstein–Barr virus associated gastric cancer in histology,"['Cancer screening', 'Gastric cancer', 'Predictive markers']","['Yeojin Jeong', 'Cristina Eunbee Cho', 'Ji-Eon Kim', 'Jonghyun Lee', 'Namkug Kim', 'Woon Yong Jung', 'Joohon Sung', 'Ju Han Kim', 'Yoo Jin Lee', 'Jiyoon Jung', 'Juyeon Pyo', 'Jisun Song', 'Jihwan Park', 'Kyoung Min Moon', 'Sangjeong Ahn']",2022-11-02
A deep learning model to classify neoplastic state and tissue origin from transcriptomic data,"['Computer modelling', 'Medical research']","['James Hong', 'Laureen D. Hachem', 'Michael G. Fehlings']",2022-06-11
Multiphase flow detection with photonic crystals and deep learning,"['Applied physics', 'Characterization and analytical techniques']","['Lang Feng', 'Stefan Natu', 'Victoria Som de Cerff Edmonds', 'John J. Valenza']",2022-01-28
Identification of antimicrobial peptides from the human gut microbiome using deep learning,"['Antibiotics', 'Drug development']","['Yue Ma', 'Zhengyan Guo', 'Binbin Xia', 'Yuwei Zhang', 'Xiaolin Liu', 'Ying Yu', 'Na Tang', 'Xiaomei Tong', 'Min Wang', 'Xin Ye', 'Jie Feng', 'Yihua Chen', 'Jun Wang']",2022-03-03
Deep learning-enabled assessment of cardiac allograft rejection from endomyocardial biopsies,"['Heart failure', 'Machine learning', 'Pathology', 'Translational research']","['Jana Lipkova', 'Tiffany Y. Chen', 'Ming Y. Lu', 'Richard J. Chen', 'Maha Shady', 'Mane Williams', 'Jingwen Wang', 'Zahra Noor', 'Richard N. Mitchell', 'Mehmet Turan', 'Gulfize Coskun', 'Funda Yilmaz', 'Derya Demir', 'Deniz Nart', 'Kayhan Basak', 'Nesrin Turhan', 'Selvinaz Ozkara', 'Yara Banz', 'Katja E. Odening', 'Faisal Mahmood']",2022-03-21
A deep-learning approach for online cell identification and trace extraction in functional two-photon calcium imaging,"['Ca2+ imaging', 'Fluorescence imaging', 'Machine learning']","['Luca Sità', 'Marco Brondi', 'Pedro Lagomarsino de Leon Roig', 'Sebastiano Curreli', 'Mariangela Panniello', 'Dania Vecchia', 'Tommaso Fellin']",2022-03-22
Deep learning shows declining groundwater levels in Germany until 2100 due to climate change,"['Environmental health', 'Environmental impact', 'Hydrology']","['Andreas Wunsch', 'Tanja Liesch', 'Stefan Broda']",2022-03-09
Automated detection of patterned single-cells within hydrogel using deep learning,"['Biomedical engineering', 'Data acquisition', 'Machine learning']","['Tanmay Debnath', 'Ren Hattori', 'Shunya Okamoto', 'Takayuki Shibata', 'Tuhin Subhra Santra', 'Moeto Nagai']",2022-10-31
Predicting walking-to-work using street-level  imagery and deep learning in seven Canadian cities,"['Computer science', 'Risk factors', 'Scientific data']","['Dany Doiron', 'Eleanor M. Setton', 'Jeffrey R. Brook', 'Yan Kestens', 'Gavin R. McCormack', 'Meghan Winters', 'Mahdi Shooshtari', 'Sajjad Azami', 'Daniel Fuller']",2022-11-01
Deep reinforcement learning for self-tuning laser source of dissipative solitons,"['Mode-locked lasers', 'Solitons']","['Evgeny Kuprikov', 'Alexey Kokhanovskiy', 'Kirill Serebrennikov', 'Sergey Turitsyn']",2022-05-03
Predicting persistent central serous chorioretinopathy using multiple optical coherence tomographic images by deep learning,"['Eye manifestations', 'Medical research', 'Retinal diseases', 'Translational research']","['Donghyun Jee', 'Ji Hyun Yoon', 'Ho Ra', 'Jin-woo Kwon', 'Jiwon Baek']",2022-06-04
Deep learning for blind structured illumination microscopy,"['Applied optics', 'Imaging and sensing', 'Optical physics', 'Optical techniques']","['Emmanouil Xypakis', 'Giorgio Gosti', 'Taira Giordani', 'Raffaele Santagati', 'Giancarlo Ruocco', 'Marco Leonetti']",2022-05-21
Using deep learning to identify maturity and 3D distance in pineapple fields,"['Computational science', 'Computer science']","['Chia-Ying Chang', 'Ching-Shan Kuan', 'Hsin-Yi Tseng', 'Pei-Hsuan Lee', 'Shang-Han Tsai', 'Shean-Jen Chen']",2022-05-24
Using machine learning to assess the livelihood impact of electricity access,"['Computer science', 'Environmental social sciences']","['Nathan Ratledge', 'Gabe Cadamuro', 'Brandon de la Cuesta', 'Matthieu Stigler', 'Marshall Burke']",2022-11-16
scBERT as a large-scale pretrained deep language model for cell type annotation of single-cell RNA-seq data,"['Bioinformatics', 'Classification and taxonomy', 'Gene expression']","['Fan Yang', 'Wenchuan Wang', 'Fang Wang', 'Yuan Fang', 'Duyu Tang', 'Junzhou Huang', 'Hui Lu', 'Jianhua Yao']",2022-09-26
Federated learning enables big data for rare cancer boundary detection,"['Biomedical engineering', 'CNS cancer', 'Computer science', 'Medical imaging', 'Medical research']","['Sarthak Pati', 'Ujjwal Baid', 'Brandon Edwards', 'Micah Sheller', 'Shih-Han Wang', 'G. Anthony Reina', 'Patrick Foley', 'Alexey Gruzdev', 'Deepthi Karkada', 'Christos Davatzikos', 'Chiharu Sako', 'Satyam Ghodasara', 'Michel Bilello', 'Suyash Mohan', 'Philipp Vollmuth', 'Gianluca Brugnara', 'Chandrakanth J. Preetha', 'Felix Sahm', 'Klaus Maier-Hein', 'Maximilian Zenk', 'Martin Bendszus', 'Wolfgang Wick', 'Evan Calabrese', 'Jeffrey Rudie', 'Javier Villanueva-Meyer', 'Soonmee Cha', 'Madhura Ingalhalikar', 'Manali Jadhav', 'Umang Pandey', 'Jitender Saini', 'John Garrett', 'Matthew Larson', 'Robert Jeraj', 'Stuart Currie', 'Russell Frood', 'Kavi Fatania', 'Raymond Y. Huang', 'Ken Chang', 'Carmen Balaña', 'Jaume Capellades', 'Josep Puig', 'Johannes Trenkler', 'Josef Pichler', 'Georg Necker', 'Andreas Haunschmidt', 'Stephan Meckel', 'Gaurav Shukla', 'Spencer Liem', 'Gregory S. Alexander', 'Joseph Lombardo', 'Joshua D. Palmer', 'Adam E. Flanders', 'Adam P. Dicker', 'Haris I. Sair', 'Craig K. Jones', 'Archana Venkataraman', 'Meirui Jiang', 'Tiffany Y. So', 'Cheng Chen', 'Pheng Ann Heng', 'Qi Dou', 'Michal Kozubek', 'Filip Lux', 'Jan Michálek', 'Petr Matula', 'Miloš Keřkovský', 'Tereza Kopřivová', 'Marek Dostál', 'Václav Vybíhal', 'Michael A. Vogelbaum', 'J. Ross Mitchell', 'Joaquim Farinhas', 'Joseph A. Maldjian', 'Chandan Ganesh Bangalore Yogananda', 'Marco C. Pinho', 'Divya Reddy', 'James Holcomb', 'Benjamin C. Wagner', 'Benjamin M. Ellingson', 'Timothy F. Cloughesy', 'Catalina Raymond', 'Talia Oughourlian', 'Akifumi Hagiwara', 'Chencai Wang', 'Minh-Son To', 'Sargam Bhardwaj', 'Chee Chong', 'Marc Agzarian', 'Alexandre Xavier Falcão', 'Samuel B. Martins', 'Bernardo C. A. Teixeira', 'Flávia Sprenger', 'David Menotti', 'Diego R. Lucio', 'Pamela LaMontagne', 'Daniel Marcus', 'Benedikt Wiestler', 'Florian Kofler', 'Ivan Ezhov', 'Marie Metz', 'Rajan Jain', 'Matthew Lee', 'Yvonne W. Lui', 'Richard McKinley', 'Johannes Slotboom', 'Piotr Radojewski', 'Raphael Meier', 'Roland Wiest', 'Derrick Murcia', 'Eric Fu', 'Rourke Haas', 'John Thompson', 'David Ryan Ormond', 'Chaitra Badve', 'Andrew E. Sloan', 'Vachan Vadmal', 'Kristin Waite', 'Rivka R. Colen', 'Linmin Pei', 'Murat Ak', 'Ashok Srinivasan', 'J. Rajiv Bapuraj', 'Arvind Rao', 'Nicholas Wang', 'Ota Yoshiaki', 'Toshio Moritani', 'Sevcan Turk', 'Joonsang Lee', 'Snehal Prabhudesai', 'Fanny Morón', 'Jacob Mandel', 'Konstantinos Kamnitsas', 'Ben Glocker', 'Luke V. M. Dixon', 'Matthew Williams', 'Peter Zampakis', 'Vasileios Panagiotopoulos', 'Panagiotis Tsiganos', 'Sotiris Alexiou', 'Ilias Haliassos', 'Evangelia I. Zacharaki', 'Konstantinos Moustakas', 'Christina Kalogeropoulou', 'Dimitrios M. Kardamakis', 'Yoon Seong Choi', 'Seung-Koo Lee', 'Jong Hee Chang', 'Sung Soo Ahn', 'Bing Luo', 'Laila Poisson', 'Ning Wen', 'Pallavi Tiwari', 'Ruchika Verma', 'Rohan Bareja', 'Ipsa Yadav', 'Jonathan Chen', 'Neeraj Kumar', 'Marion Smits', 'Sebastian R. van der Voort', 'Ahmed Alafandi', 'Fatih Incekara', 'Maarten M. J. Wijnenga', 'Georgios Kapsas', 'Renske Gahrmann', 'Joost W. Schouten', 'Hendrikus J. Dubbink', 'Arnaud J. P. E. Vincent', 'Martin J. van den Bent', 'Pim J. French', 'Stefan Klein', 'Yading Yuan', 'Sonam Sharma', 'Tzu-Chi Tseng', 'Saba Adabi', 'Simone P. Niclou', 'Olivier Keunen', 'Ann-Christin Hau', 'Martin Vallières', 'David Fortin', 'Martin Lepage', 'Bennett Landman', 'Karthik Ramadass', 'Kaiwen Xu', 'Silky Chotai', 'Lola B. Chambless', 'Akshitkumar Mistry', 'Reid C. Thompson', 'Yuriy Gusev', 'Krithika Bhuvaneshwar', 'Anousheh Sayah', 'Camelia Bencheqroun', 'Anas Belouali', 'Subha Madhavan', 'Thomas C. Booth', 'Alysha Chelliah', 'Marc Modat', 'Haris Shuaib', 'Carmen Dragos', 'Aly Abayazeed', 'Kenneth Kolodziej', 'Michael Hill', 'Ahmed Abbassy', 'Shady Gamal', 'Mahmoud Mekhaimar', 'Mohamed Qayati', 'Mauricio Reyes', 'Ji Eun Park', 'Jihye Yun', 'Ho Sung Kim', 'Abhishek Mahajan', 'Mark Muzi', 'Sean Benson', 'Regina G. H. Beets-Tan', 'Jonas Teuwen', 'Alejandro Herrera-Trujillo', 'Maria Trujillo', 'William Escobar', 'Ana Abello', 'Jose Bernal', 'Jhon Gómez', 'Joseph Choi', 'Stephen Baek', 'Yusung Kim', 'Heba Ismael', 'Bryan Allen', 'John M. Buatti', 'Aikaterini Kotrotsou', 'Hongwei Li', 'Tobias Weiss', 'Michael Weller', 'Andrea Bink', 'Bertrand Pouymayou', 'Hassan F. Shaykh', 'Joel Saltz', 'Prateek Prasanna', 'Sampurna Shrestha', 'Kartik M. Mani', 'David Payne', 'Tahsin Kurc', 'Enrique Pelaez', 'Heydy Franco-Maldonado', 'Francis Loayza', 'Sebastian Quevedo', 'Pamela Guevara', 'Esteban Torche', 'Cristobal Mendoza', 'Franco Vera', 'Elvis Ríos', 'Eduardo López', 'Sergio A. Velastin', 'Godwin Ogbole', 'Mayowa Soneye', 'Dotun Oyekunle', 'Olubunmi Odafe-Oyibotha', 'Babatunde Osobu', 'Mustapha Shu’aibu', 'Adeleye Dorcas', 'Farouk Dako', 'Amber L. Simpson', 'Mohammad Hamghalam', 'Jacob J. Peoples', 'Ricky Hu', 'Anh Tran', 'Danielle Cutler', 'Fabio Y. Moraes', 'Michael A. Boss', 'James Gimpel', 'Deepak Kattil Veettil', 'Kendall Schmidt', 'Brian Bialecki', 'Sailaja Marella', 'Cynthia Price', 'Lisa Cimino', 'Charles Apgar', 'Prashant Shah', 'Bjoern Menze', 'Jill S. Barnholtz-Sloan', 'Jason Martin', 'Spyridon Bakas']",2022-12-05
Automatic mapping of multiplexed social receptive fields by deep learning and GPU-accelerated 3D videography,"['Cortex', 'Image processing', 'Machine learning', 'Social behaviour']","['Christian L. Ebbesen', 'Robert C. Froemke']",2022-02-01
DeepLPI: a novel deep learning-based model for protein–ligand interaction prediction for drug repurposing,"['Computational biology and bioinformatics', 'Drug discovery']","['Bomin Wei', 'Yue Zhang', 'Xiang Gong']",2022-10-28
Deep learning-based diagnosis of Alzheimer’s disease using brain magnetic resonance images: an empirical study,"['Diagnosis', 'Medical imaging']","['Jun Sung Kim', 'Ji Won Han', 'Jong Bin Bae', 'Dong Gyu Moon', 'Jin Shin', 'Juhee Eliana Kong', 'Hyungji Lee', 'Hee Won Yang', 'Eunji Lim', 'Jun Yup Kim', 'Leonard Sunwoo', 'Se Jin Cho', 'Dongsoo Lee', 'Injoong Kim', 'Sang Won Ha', 'Min Ju Kang', 'Chong Hyun Suh', 'Woo Hyun Shim', 'Sang Joon Kim', 'Ki Woong Kim']",2022-10-26
Enhanced detection of threat materials by dark-field x-ray imaging combined with deep neural networks,"['Characterization and analytical techniques', 'Imaging techniques', 'Machine learning', 'X-rays']","['T. Partridge', 'A. Astolfo', 'S. S. Shankar', 'F. A. Vittoria', 'M. Endrizzi', 'S. Arridge', 'T. Riley-Smith', 'I. G. Haig', 'D. Bate', 'A. Olivo']",2022-09-09
Prediction of future healthcare expenses of patients from chest radiographs using deep learning: a pilot study,"['Biomarkers', 'Biomedical engineering', 'Computer science', 'Health care', 'Risk factors']","['Jae Ho Sohn', 'Yixin Chen', 'Dmytro Lituiev', 'Jaewon Yang', 'Karen Ordovas', 'Dexter Hadley', 'Thienkhai H. Vu', 'Benjamin L. Franc', 'Youngho Seo']",2022-05-18
Deep learning supports the differentiation of alcoholic and other-than-alcoholic cirrhosis based on MRI,"['Computational science', 'Gastroenterology', 'Hepatology', 'Liver cirrhosis', 'Machine learning']","['Julian A. Luetkens', 'Sebastian Nowak', 'Narine Mesropyan', 'Wolfgang Block', 'Michael Praktiknjo', 'Johannes Chang', 'Christian Bauckhage', 'Rafet Sifa', 'Alois Martin Sprinkart', 'Anton Faron', 'Ulrike Attenberger']",2022-05-18
Progressive compressive sensing of large images with multiscale deep learning reconstruction,"['Imaging and sensing', 'Optical techniques']","['Vladislav Kravets', 'Adrian Stern']",2022-05-04
Nuclear morphology is a deep learning biomarker of cellular senescence,"['Ageing', 'Machine learning', 'Senescence']","['Indra Heckenbach', 'Garik V. Mkrtchyan', 'Michael Ben Ezra', 'Daniela Bakula', 'Jakob Sture Madsen', 'Malte Hasle Nielsen', 'Denise Oró', 'Brenna Osborne', 'Anthony J Covarrubias', 'M. Laura Idda', 'Myriam Gorospe', 'Laust Mortensen', 'Eric Verdin', 'Rudi Westendorp', 'Morten Scheibye-Knudsen']",2022-08-15
Optimal deep brain stimulation sites and networks for stimulation of the fornix in Alzheimer’s disease,"[""Alzheimer's disease"", 'Translational research']","['Ana Sofía Ríos', 'Simón Oxenford', 'Clemens Neudorfer', 'Konstantin Butenko', 'Ningfei Li', 'Nanditha Rajamani', 'Alexandre Boutet', 'Gavin J. B. Elias', 'Jurgen Germann', 'Aaron Loh', 'Wissam Deeb', 'Fuyixue Wang', 'Kawin Setsompop', 'Bryan Salvato', 'Leonardo Brito de Almeida', 'Kelly D. Foote', 'Robert Amaral', 'Paul B. Rosenberg', 'David F. Tang-Wai', 'David A. Wolk', 'Anna D. Burke', 'Stephen Salloway', 'Marwan N. Sabbagh', 'M. Mallar Chakravarty', 'Gwenn S. Smith', 'Constantine G. Lyketsos', 'Michael S. Okun', 'William S. Anderson', 'Zoltan Mari', 'Francisco A. Ponce', 'Andres M. Lozano', 'Andreas Horn']",2022-12-14
Explaining neural activity in human listeners with deep learning via natural language processing of narrative text,"['Functional magnetic resonance imaging', 'Language']","['Andrea G. Russo', 'Assunta Ciarlo', 'Sara Ponticorvo', 'Francesco Di Salle', 'Gioacchino Tedeschi', 'Fabrizio Esposito']",2022-10-25
Survival analysis of localized prostate cancer with deep learning,"['Cancer', 'Computational biology and bioinformatics', 'Health care', 'Medical research', 'Oncology', 'Risk factors', 'Urology']","['Xin Dai', 'Ji Hwan Park', 'Shinjae Yoo', 'Nicholas D’Imperio', 'Benjamin H. McMahon', 'Christopher T. Rentsch', 'Janet P. Tate', 'Amy C. Justice']",2022-10-24
Deep learning-based single image super-resolution for low-field MR brain images,"['Computational science', 'Magnetic resonance imaging']","['M. L. de Leeuw den Bouter', 'G. Ippolito', 'T. P. A. O’Reilly', 'R. F. Remis', 'M. B. van Gijzen', 'A. G. Webb']",2022-04-16
Artificial intelligence deep learning for 3D IC reliability prediction,"['Engineering', 'Materials science']","['Po-Ning Hsu', 'Kai-Cheng Shie', 'Kuan-Peng Chen', 'Jing-Chen Tu', 'Cheng-Che Wu', 'Nien-Ti Tsou', 'Yu-Chieh Lo', 'Nan-Yow Chen', 'Yong-Fen Hsieh', 'Mia Wu', 'Chih Chen', 'King-Ning Tu']",2022-04-25
Phase retrieval based on deep learning in grating interferometer,"['Engineering', 'Imaging and sensing', 'Imaging techniques']","['Ohsung Oh', 'Youngju Kim', 'Daeseung Kim', 'Daniel. S. Hussey', 'Seung Wook Lee']",2022-04-25
Forecasting SARS-CoV-2 transmission and clinical risk at small spatial scales by the application of machine learning architectures to syndromic surveillance data,"['Computer science', 'Epidemiology', 'SARS-CoV-2']","['Thomas Ward', 'Alexander Johnsen', 'Stanley Ng', 'François Chollet']",2022-10-21
Confounders mediate AI prediction of demographics in medical imaging,"['Computational models', 'Machine learning']","['Grant Duffy', 'Shoa L. Clarke', 'Matthew Christensen', 'Bryan He', 'Neal Yuan', 'Susan Cheng', 'David Ouyang']",2022-12-22
Deep learning for religious and continent-based toxic content detection and classification,"['Computer science', 'Information technology']","['Ahmed Abbasi', 'Abdul Rehman Javed', 'Farkhund Iqbal', 'Natalia Kryvinska', 'Zunera Jalil']",2022-10-19
PM2.5 forecasting for an urban area based on deep learning and decomposition method,"['Civil engineering', 'Computational science', 'Environmental impact']","['Nur’atiah Zaini', 'Lee Woen Ean', 'Ali Najah Ahmed', 'Marlinda Abdul Malek', 'Ming Fai Chow']",2022-10-20
High throughput screening of mesenchymal stem cell lines using deep learning,"['Biotechnology', 'Engineering', 'Stem cells']","['Gyuwon Kim', 'Jung Ho Jeon', 'Keonhyeok Park', 'Sung Won Kim', 'Do Hyun Kim', 'Seungchul Lee']",2022-10-20
Automated classification of estrous stage in rodents using deep learning,"['Cytological techniques', 'Software']","['Nora S. Wolcott', 'Kevin K. Sit', 'Gianna Raimondi', 'Travis Hodges', 'Rebecca M. Shansky', 'Liisa A. M. Galea', 'Linnaea E. Ostroff', 'Michael J. Goard']",2022-10-21
Unsupervised learning of aging principles from longitudinal data,"['Ageing', 'Biomarkers', 'Computational models', 'Machine learning']","['Konstantin Avchaciov', 'Marina P. Antoch', 'Ekaterina L. Andrianova', 'Andrei E. Tarkhov', 'Leonid I. Menshikov', 'Olga Burmistrova', 'Andrei V. Gudkov', 'Peter O. Fedichev']",2022-11-01
Classification of pleural effusions using deep learning visual models: contrastive-loss,"['Computational biology and bioinformatics', 'Medical research']","['Jang Ho Lee', 'Chang-Min Choi', 'Namu Park', 'Hyung Jun Park']",2022-04-01
