title,subjects,authors,publish-date
Biologically informed deep learning for explainable epigenetic clocks,"['Ageing', 'Machine learning']","['Aurel Prosz', 'Orsolya Pipek', 'Judit Börcsök', 'Gergely Palla', 'Zoltan Szallasi', 'Sandor Spisak', 'István Csabai']",2024-01-15
Unlocking the potential: analyzing 3D microstructure of small-scale cement samples from space using deep learning,"['Aerospace engineering', 'Engineering']","['Vishnu Saseendran', 'Namiko Yamamoto', 'Peter J. Collins', 'Aleksandra Radlińska', 'Sara Mueller', 'Enrique M. Jackson']",2024-01-25
Potential diagnostic application of a novel deep learning- based approach for COVID-19,"['Biotechnology', 'Computational biology and bioinformatics', 'Developmental biology', 'Engineering']","['Alireza Sadeghi', 'Mahdieh Sadeghi', 'Ali Sharifpour', 'Mahdi Fakhar', 'Zakaria Zakariaei', 'Mohammadreza Sadeghi', 'Mojtaba Rokni', 'Atousa Zakariaei', 'Elham Sadat Banimostafavi', 'Farshid Hajati']",2024-01-02
Added value of dynamic contrast-enhanced MR imaging in deep learning-based prediction of local recurrence in grade 4 adult-type diffuse gliomas patients,"['CNS cancer', 'Oncology']","['Jungbin Yoon', 'Nayeon Baek', 'Roh-Eul Yoo', 'Seung Hong Choi', 'Tae Min Kim', 'Chul-Kee Park', 'Sung-Hye Park', 'Jae-Kyung Won', 'Joo Ho Lee', 'Soon Tae Lee', 'Kyu Sung Choi', 'Ji Ye Lee', 'Inpyeong Hwang', 'Koung Mi Kang', 'Tae Jin Yun']",2024-01-25
Deep learning system for true- and pseudo-invasion in colorectal polyps,"['Colon cancer', 'Computer science', 'Software']","['Joe Yang', 'Lina Chen', 'Eric Liu', 'Boyu Wang', 'David K. Driman', 'Qi Zhang', 'Charles Ling']",2024-01-03
Generative deep learning furthers the understanding of local distributions of fat and muscle on body shape and health using 3D surface scans,"['Epidemiology', 'Whole body imaging']","['Lambert T. Leong', 'Michael C. Wong', 'Yong E. Liu', 'Yannik Glaser', 'Brandon K. Quon', 'Nisa N. Kelly', 'Devon Cataldi', 'Peter Sadowski', 'Steven B. Heymsfield', 'John A. Shepherd']",2024-01-30
Surface and underwater human pose recognition based on temporal 3D point cloud deep learning,"['Computer science', 'Electrical and electronic engineering']","['Haijian Wang', 'Zhenyu Wu', 'Xuemei Zhao']",2024-01-02
DiaNet v2 deep learning based method for diabetes diagnosis using retinal images,"['Computational science', 'Diabetes']","['Hamada R. H. Al-Absi', 'Anant Pai', 'Usman Naeem', 'Fatma Kassem Mohamed', 'Saket Arya', 'Rami Abu Sbeit', 'Mohammed Bashir', 'Maha Mohammed El Shafei', 'Nady El Hajj', 'Tanvir Alam']",2024-01-18
Deep learning-based identification of eyes at risk for glaucoma surgery,"['Eye diseases', 'Machine learning']","['Ruolin Wang', 'Chris Bradley', 'Patrick Herbert', 'Kaihua Hou', 'Pradeep Ramulu', 'Katharina Breininger', 'Mathias Unberath', 'Jithin Yohannan']",2024-01-05
Unsupervised anomaly detection for earthquake detection on Korea high-speed trains using autoencoder-based deep learning models,"['Engineering', 'Natural hazards']","['Jeonguk Seo', 'Yunu Kim', 'Jisung Ha', 'Dongyoup Kwak', 'Minsam Ko', 'Mintaek Yoo']",2024-01-05
Viable tumor cell density after neoadjuvant chemotherapy assessed using deep learning model reflects the prognosis of osteosarcoma,"['Bone cancer', 'Sarcoma']","['Kengo Kawaguchi', 'Kazuki Miyama', 'Makoto Endo', 'Ryoma Bise', 'Kenichi Kohashi', 'Takeshi Hirose', 'Akira Nabeshima', 'Toshifumi Fujiwara', 'Yoshihiro Matsumoto', 'Yoshinao Oda', 'Yasuharu Nakashima']",2024-01-22
Comparison between a deep-learning and a pixel-based approach for the automated quantification of HIV target cells in foreskin tissue,"['HIV infections', 'Image processing', 'Machine learning']","['Zhongtian Shao', 'Lane B. Buchanan', 'David Zuanazzi', 'Yazan N. Khan', 'Ali R. Khan', 'Jessica L. Prodger']",2024-01-23
Edge roughness quantifies impact of physician variation on training and performance of deep learning auto-segmentation models for the esophagus,"['Machine learning', 'Three-dimensional imaging', 'Translational research']","['Yujie Yan', 'Christopher Kehayias', 'John He', 'Hugo J. W. L. Aerts', 'Kelly J. Fitzgerald', 'Benjamin H. Kann', 'David E. Kozono', 'Christian V. Guthier', 'Raymond H. Mak']",2024-01-30
Impact of a deep learning sepsis prediction model on quality of care and survival,"['Preventive medicine', 'Prognosis']","['Aaron Boussina', 'Supreeth P. Shashikumar', 'Atul Malhotra', 'Robert L. Owens', 'Robert El-Kareh', 'Christopher A. Longhurst', 'Kimberly Quintero', 'Allison Donahue', 'Theodore C. Chan', 'Shamim Nemati', 'Gabriel Wardi']",2024-01-23
Improved image quality in CT pulmonary angiography using deep learning-based image reconstruction,"['Cardiovascular diseases', 'Medical research', 'Respiratory signs and symptoms', 'Respiratory tract diseases']","['Ann-Christin Klemenz', 'Lasse Albrecht', 'Mathias Manzke', 'Antonia Dalmer', 'Benjamin Böttcher', 'Alexey Surov', 'Marc-André Weber', 'Felix G. Meinel']",2024-01-30
Securing web applications against XSS and SQLi attacks using a novel deep learning approach,"['Computer science', 'Engineering']","['Jaydeep R. Tadhani', 'Vipul Vekariya', 'Vishal Sorathiya', 'Samah Alshathri', 'Walid El-Shafai']",2024-01-20
“KAIZEN” method realizing implementation of deep-learning models for COVID-19 CT diagnosis in real world hospitals,"['Computational biology and bioinformatics', 'Diseases', 'Medical research']","['Naoki Okada', 'Yutaka Umemura', 'Shoi Shi', 'Shusuke Inoue', 'Shun Honda', 'Yohsuke Matsuzawa', 'Yuichiro Hirano', 'Ayano Kikuyama', 'Miho Yamakawa', 'Tomoko Gyobu', 'Naohiro Hosomi', 'Kensuke Minami', 'Natsushiro Morita', 'Atsushi Watanabe', 'Hiroyuki Yamasaki', 'Kiyomitsu Fukaguchi', 'Hiroki Maeyama', 'Kaori Ito', 'Ken Okamoto', 'Kouhei Harano', 'Naohito Meguro', 'Ryo Unita', 'Shinichi Koshiba', 'Takuro Endo', 'Tomonori Yamamoto', 'Tomoya Yamashita', 'Toshikazu Shinba', 'Satoshi Fujimi']",2024-01-19
Automated deep learning model for estimating intraoperative blood loss using gauze images,"['Biomedical engineering', 'Gastric cancer', 'Gastrointestinal bleeding', 'Medical imaging']","['Dan Yoon', 'Mira Yoo', 'Byeong Soo Kim', 'Young Gyun Kim', 'Jong Hyeon Lee', 'Eunju Lee', 'Guan Hong Min', 'Du-Yeong Hwang', 'Changhoon Baek', 'Minwoo Cho', 'Yun-Suhk Suh', 'Sungwan Kim']",2024-01-31
Structure-aware graph neural network based deep transfer learning framework for enhanced predictive analytics on diverse materials datasets,"['Atomistic models', 'Computational methods']","['Vishu Gupta', 'Kamal Choudhary', 'Brian DeCost', 'Francesca Tavazza', 'Carelyn Campbell', 'Wei-keng Liao', 'Alok Choudhary', 'Ankit Agrawal']",2024-01-02
Comparative analysis of radiomics and deep-learning algorithms for survival prediction in hepatocellular carcinoma,"['Biomarkers', 'Cancer imaging', 'Hepatocellular carcinoma', 'Outcomes research']","['Felix Schön', 'Aaron Kieslich', 'Heiner Nebelung', 'Carina Riediger', 'Ralf-Thorsten Hoffmann', 'Alex Zwanenburg', 'Steffen Löck', 'Jens-Peter Kühn']",2024-01-05
Prediction of sentinel lymph node metastasis in breast cancer patients based on preoperative features: a deep machine learning approach,"['Breast cancer', 'Machine learning', 'Outcomes research', 'Predictive medicine', 'Software', 'Surgical oncology']","['Reza Shahriarirad', 'Seyed Mostafa Meshkati Yazd', 'Ramin Fathian', 'Mohammadmehdi Fallahi', 'Zahra Ghadiani', 'Nahid Nafissi']",2024-01-16
A hybrid cloud load balancing and host utilization prediction method using deep learning and optimization techniques,"['Engineering', 'Mathematics and computing']","['Sarita Simaiya', 'Umesh Kumar Lilhore', 'Yogesh Kumar Sharma', 'K. B. V. Brahma Rao', 'V. V. R. Maheswara Rao', 'Anupam Baliyan', 'Anchit Bijalwan', 'Roobaea Alroobaea']",2024-01-16
"ScabyNet, a user-friendly application for detecting common scab in potato tubers using deep learning and morphological traits","['High-throughput screening', 'Imaging']","['Fernanda Leiva', 'Florent Abdelghafour', 'Muath Alsheikh', 'Nina E. Nagy', 'Jahn Davik', 'Aakash Chawade']",2024-01-13
GlioPredictor: a deep learning model for identification of high-risk adult IDH-mutant glioma towards adjuvant treatment planning,"['Cancer', 'Cancer models', 'Cancer screening', 'CNS cancer', 'Genetics']","['Shuhua Zheng', 'Nikhil Rammohan', 'Timothy Sita', 'P. Troy Teo', 'Yilin Wu', 'Maciej Lesniak', 'Sean Sachdev', 'Tarita O. Thomas']",2024-01-25
Approaching expert-level accuracy for differentiating ACL tear types on MRI with deep learning,"['Biomarkers', 'Health care']","['Yang Xue', 'Shu Yang', 'Wenjie Sun', 'Hui Tan', 'Kaibin Lin', 'Li Peng', 'Zheng Wang', 'Jianglin Zhang']",2024-01-10
The performance of a deep learning system in assisting junior ophthalmologists in diagnosing 13 major fundus diseases: a prospective multi-center clinical trial,"['Adaptive clinical trial', 'Population screening']","['Bing Li', 'Huan Chen', 'Weihong Yu', 'Ming Zhang', 'Fang Lu', 'Jingxue Ma', 'Yuhua Hao', 'Xiaorong Li', 'Bojie Hu', 'Lijun Shen', 'Jianbo Mao', 'Xixi He', 'Hao Wang', 'Dayong Ding', 'Xirong Li', 'Youxin Chen']",2024-01-11
An automated deep learning pipeline for EMVI classification and response prediction of rectal cancer using baseline MRI: a multi-centre study,"['Cancer imaging', 'Risk factors']","['Lishan Cai', 'Doenja M. J. Lambregts', 'Geerard L. Beets', 'Monique Mass', 'Eduardo H. P. Pooch', 'Corentin Guérendel', 'Regina G. H. Beets-Tan', 'Sean Benson']",2024-01-22
Incorporating longitudinal history of risk factors into atherosclerotic cardiovascular disease risk prediction using deep learning,"['Cardiology', 'Disease prevention', 'Epidemiology']","['Jingzhi Yu', 'Xiaoyun Yang', 'Yu Deng', 'Amy E. Krefman', 'Lindsay R. Pool', 'Lihui Zhao', 'Xinlei Mi', 'Hongyan Ning', 'John Wilkins', 'Donald M. Lloyd-Jones', 'Lucia C. Petito', 'Norrina B. Allen']",2024-01-31
Predicting 5-year recurrence risk in colorectal cancer: development and validation of a histology-based deep learning approach,"['Colorectal cancer', 'Prognostic markers', 'Risk factors']","['Han Xiao', 'Zongpeng Weng', 'Kaiyu Sun', 'Jingxian Shen', 'Jie Lin', 'Shuling Chen', 'Bin Li', 'Yiyu Shi', 'Ming Kuang', 'Xinming Song', 'Weixiang Weng', 'Sui Peng']",2024-01-20
Deep learning-based optic disc classification is affected by optic-disc tilt,"['Machine learning', 'Optic nerve diseases']","['Youngwoo Nam', 'Joonhyoung Kim', 'Kyunga Kim', 'Kyung-Ah Park', 'Mira Kang', 'Baek Hwan Cho', 'Sei Yeul Oh', 'Changwon Kee', 'Jongchul Han', 'Ga-In Lee', 'Min Chae Kang', 'Dongyoung Lee', 'Yeeun Choi', 'Hee Jee Yun', 'Hansol Park', 'Jiho Kim', 'Soo Jin Cho', 'Dong Kyung Chang']",2024-01-04
Prediction method of longitudinal surface settlement caused by double shield tunnelling based on deep learning,"['Civil engineering', 'Computational science', 'Computer science']","['Wentao Shang', 'Yan Li', 'Huanwei Wei', 'Youbao Qiu', 'Chaowei Chen', 'Xiangrong Gao']",2024-01-09
Multichannel high noise level ECG denoising based on adversarial deep learning,"['Computational biology and bioinformatics', 'Scientific data']","['Franck Lino Mvuh', 'Claude Odile Vanessa Ebode Ko’a', 'Bertrand Bodo']",2024-01-08
Transfer learning with graph neural networks for improved molecular property prediction in the multi-fidelity setting,"['Computational biology and bioinformatics', 'Drug discovery', 'Mathematics and computing', 'Quantum mechanics']","['David Buterez', 'Jon Paul Janet', 'Steven J. Kiddle', 'Dino Oglic', 'Pietro Lió']",2024-02-26
Deep learning based CETSA feature prediction cross multiple cell lines with latent space representation,"['Computational biology and bioinformatics', 'Computational models']","['Shenghao Zhao', 'Xulei Yang', 'Zeng Zeng', 'Peisheng Qian', 'Ziyuan Zhao', 'Lingyun Dai', 'Nayana Prabhu', 'Pär Nordlund', 'Wai Leong Tam']",2024-01-22
Individual honey bee tracking in a beehive environment using deep learning and Kalman filter,"['Engineering', 'Zoology']","['Panadda Kongsilp', 'Unchalisa Taetragool', 'Orawan Duangphakdee']",2024-01-11
Comparing deep learning and handcrafted radiomics to predict chemoradiotherapy response for locally advanced cervical cancer using pretreatment MRI,"['Cancer imaging', 'Gynaecological cancer', 'Oncology', 'Tumour heterogeneity']","['Sungmoon Jeong', 'Hosang Yu', 'Shin-Hyung Park', 'Dongwon Woo', 'Seoung-Jun Lee', 'Gun Oh Chong', 'Hyung Soo Han', 'Jae-Chul Kim']",2024-01-12
Spontaneous emergence of rudimentary music detectors in deep neural networks,"['Cognitive neuroscience', 'Computational neuroscience', 'Neuroscience']","['Gwangsu Kim', 'Dong-Kyum Kim', 'Hawoong Jeong']",2024-01-02
Towards a universal mechanism for successful deep learning,"['Computer science', 'Information theory and computation', 'Statistical physics, thermodynamics and nonlinear dynamics']","['Yuval Meir', 'Yarden Tzach', 'Shiri Hodassman', 'Ofek Tevet', 'Ido Kanter']",2024-03-11
Deep learning reduces sensor requirements for gust rejection on a small uncrewed aerial vehicle morphing wing,"['Actuators', 'Aerospace engineering', 'Computer science']","['Kevin P. T. Haughn', 'Christina Harvey', 'Daniel J. Inman']",2024-03-21
Dynamic clustering via branched deep learning enhances personalization of stress prediction from mobile sensor data,"['Human behaviour', 'Stress and resilience', 'Machine learning', 'Multitask learning', 'Stress prediction', 'Mobile computing']","['Yunfei Luo', 'Iman Deznabi', 'Abhinav Shaw', 'Natcha Simsiri', 'Tauhidur Rahman', 'Madalina Fiterau']",2024-03-19
Spectrum-efficient user grouping and resource allocation based on deep reinforcement learning for mmWave massive MIMO-NOMA systems,"['Electrical and electronic engineering', 'Engineering']","['Minghao Wang', 'Xin Liu', 'Fang Wang', 'Yang Liu', 'Tianshuang Qiu', 'Minglu Jin']",2024-04-17
A deep learning dataset for sample preparation artefacts detection in multispectral high-content microscopy,"['High-throughput screening', 'Signal processing']","['Vaibhav Sharma', 'Artur Yakimovich']",2024-02-23
Scalar invariant transform based deep learning framework for detecting heart failures using ECG signals,"['Computational biology and bioinformatics', 'Health care']","['Manas Ranjan Prusty', 'Trilok Nath Pandey', 'Pujala Shree Lekha', 'Gayatri Lellapalli', 'Annika Gupta']",2024-02-01
Unsupervised deep learning framework for temperature-compensated damage assessment using ultrasonic guided waves on edge device,"['Electrical and electronic engineering', 'Techniques and instrumentation']","['Pankhi Kashyap', 'Kajal Shivgan', 'Sheetal Patil', 'B. Ramana Raja', 'Sagar Mahajan', 'Sauvik Banerjee', 'Siddharth Tallur']",2024-02-14
Deep learning forecasting of large induced earthquakes via precursory signals,"['Geophysics', 'Seismology']","['Vincenzo Convertito', 'Fabio Giampaolo', 'Ortensia Amoroso', 'Francesco Piccialli']",2024-02-05
Photonic Stochastic Emergent Storage for deep classification by scattering-intrinsic patterns,"['Information theory and computation', 'Nanophotonics and plasmonics']","['Marco Leonetti', 'Giorgio Gosti', 'Giancarlo Ruocco']",2024-01-13
Transcriptome-based deep learning analysis identifies drug candidates targeting protein synthesis and autophagy for the treatment of muscle wasting disorder,"['Autophagy', 'Bioinformatics', 'Mechanisms of disease']","['Min Hak Lee', 'Bada Lee', 'Se Eun Park', 'Ga Eul Yang', 'Seungwoo Cheon', 'Dae Hoon Lee', 'Sukyeong Kang', 'Ye Ji Sun', 'Yongjin Kim', 'Dong-sub Jung', 'Wonwoo Kim', 'Jihoon Kang', 'Yi Rang Kim', 'Jin Woo Choi']",2024-04-01
Integrated image and location analysis for wound classification: a deep learning approach,"['Data mining', 'Health care', 'Image processing', 'Machine learning', 'Medical research', 'Multi-modal wound image classification', 'Wound location Information', 'Body map', 'Combined image-location analysis', 'Deep learning', 'Convolutional neural networks', 'Transfer learning']","['Yash Patel', 'Tirth Shah', 'Mrinal Kanti Dhar', 'Taiyu Zhang', 'Jeffrey Niezgoda', 'Sandeep Gopalakrishnan', 'Zeyun Yu']",2024-03-25
Deep learning hybridization for improved malware detection in smart Internet of Things,"['Computational methods', 'Computational science', 'Computer science', 'Scientific data', 'IoT security', 'Malware detection', 'Artificial intelligence', 'BERT-based neural network', 'Optimization']","['Abdulwahab Ali Almazroi', 'Nasir Ayub']",2024-04-03
Gene-SGAN: discovering disease subtypes with imaging and genetic signatures via multi-view weakly-supervised deep clustering,"['Computer science', 'Genetics research', 'Machine learning', 'Magnetic resonance imaging', 'Neurodegenerative diseases']","['Zhijian Yang', 'Junhao Wen', 'Ahmed Abdulkadir', 'Yuhan Cui', 'Guray Erus', 'Elizabeth Mamourian', 'Randa Melhem', 'Dhivya Srinivasan', 'Sindhuja T. Govindarajan', 'Jiong Chen', 'Mohamad Habes', 'Colin L. Masters', 'Paul Maruff', 'Jurgen Fripp', 'Luigi Ferrucci', 'Marilyn S. Albert', 'Sterling C. Johnson', 'John C. Morris', 'Pamela LaMontagne', 'Daniel S. Marcus', 'Tammie L. S. Benzinger', 'David A. Wolk', 'Li Shen', 'Jingxuan Bao', 'Susan M. Resnick', 'Haochang Shou', 'Ilya M. Nasrallah', 'Christos Davatzikos']",2024-01-08
"Multi-animal 3D social pose estimation, identification and behaviour embedding with a few-shot learning framework","['Animal behaviour', 'Machine learning']","['Yaning Han', 'Ke Chen', 'Yunke Wang', 'Wenhao Liu', 'Zhouwei Wang', 'Xiaojing Wang', 'Chuanliang Han', 'Jiahui Liao', 'Kang Huang', 'Shengyuan Cai', 'Yiting Huang', 'Nan Wang', 'Jinxiu Li', 'Yangwangzi Song', 'Jing Li', 'Guo-Dong Wang', 'Liping Wang', 'Yaping Zhang', 'Pengfei Wei']",2024-01-08
An annotated wing interferential pattern dataset of dipteran insects of medical interest for deep learning,"['Biodiversity', 'Entomology']","['Arnaud Cannet', 'Camille Simon-chane', 'Aymeric Histace', 'Mohammad Akhoundi', 'Olivier Romain', 'Marc Souchaud', 'Pierre Jacob', 'Darian Sereno', 'Philippe Bousses', 'Denis Sereno']",2024-01-02
Open and reusable deep learning for pathology with WSInfer and QuPath,"['Cancer imaging', 'Computational biology and bioinformatics']","['Jakub R. Kaczmarzyk', 'Alan O’Callaghan', 'Fiona Inglis', 'Swarad Gat', 'Tahsin Kurc', 'Rajarsi Gupta', 'Erich Bremer', 'Peter Bankhead', 'Joel H. Saltz']",2024-01-10
Learning representations for image-based profiling of perturbations,"['Image processing', 'Machine learning', 'Phenotypic screening']","['Nikita Moshkov', 'Michael Bornholdt', 'Santiago Benoit', 'Matthew Smith', 'Claire McQuin', 'Allen Goodman', 'Rebecca A. Senft', 'Yu Han', 'Mehrtash Babadi', 'Peter Horvath', 'Beth A. Cimini', 'Anne E. Carpenter', 'Shantanu Singh', 'Juan C. Caicedo']",2024-02-21
Biosensor and machine learning-aided engineering of an amaryllidaceae enzyme,"['Biocatalysis', 'Machine learning', 'Molecular evolution', 'Synthetic biology']","['Simon d’Oelsnitz', 'Daniel J. Diaz', 'Wantae Kim', 'Daniel J. Acosta', 'Tyler L. Dangerfield', 'Mason W. Schechter', 'Matthew B. Minus', 'James R. Howard', 'Hannah Do', 'James M. Loy', 'Hal S. Alper', 'Y. Jessie Zhang', 'Andrew D. Ellington']",2024-03-07
Diagnosing oral and maxillofacial diseases using deep learning,"['Dentistry', 'Diagnosis', 'Oral diseases', 'Radiography']","['Junegyu Kang', 'Van Nhat Thang Le', 'Dae-Woo Lee', 'Sungchan Kim']",2024-01-30
Deep learning approaches for instantaneous laser absorptance prediction in additive manufacturing,"['Computational methods', 'Imaging techniques']","['Runbo Jiang', 'John Smith', 'Yu-Tsen Yi', 'Tao Sun', 'Brian J. Simonds', 'Anthony D. Rollett']",2024-01-05
Autosurv: interpretable deep learning framework for cancer survival analysis incorporating clinical and multi-omics data,"['Cancer', 'Computational biology and bioinformatics']","['Lindong Jiang', 'Chao Xu', 'Yuntong Bai', 'Anqi Liu', 'Yun Gong', 'Yu-Ping Wang', 'Hong-Wen Deng']",2024-01-05
Therapy-induced modulation of tumor vasculature and oxygenation in a murine glioblastoma model quantified by deep learning-based feature extraction,"['Cancer therapy', 'Computational science', 'Fluorescence imaging', 'Light-sheet microscopy', 'Tumour angiogenesis']","['Nadine Bauer', 'Daniel Beckmann', 'Dirk Reinhardt', 'Nicole Frost', 'Stefanie Bobe', 'Raghu Erapaneedi', 'Benjamin Risse', 'Friedemann Kiefer']",2024-01-23
Deep reinforcement learning for microstructural optimisation of silica aerogels,"['Computational science', 'Materials science', 'Mechanical engineering']","['Prakul Pandit', 'Rasul Abdusalamov', 'Mikhail Itskov', 'Ameya Rege']",2024-01-17
A deep learning approach for quantum dots sizing from wide-angle X-ray scattering data,"['Optical materials', 'Quantum dots']","['Lucia Allara', 'Federica Bertolotti', 'Antonietta Guagliardi']",2024-03-15
A deep learning method for empirical spectral prediction and inverse design of all-optical nonlinear plasmonic ring resonator switches,"['Applied optics', 'Computer science', 'Deep learning', 'Artificial neural network', 'Plasmonic switch', 'Inverse design', 'Nanophotonics']","['Ehsan Adibnia', 'Mohammad Ali Mansouri-Birjandi', 'Majid Ghadrdan', 'Pouria Jafari']",2024-03-09
Advancing mortality rate prediction in European population clusters: integrating deep learning and multiscale analysis,"['Computer science', 'Scientific data']","['Yuewen Shen', 'Xinhao Yang', 'Hao Liu', 'Ze Li']",2024-03-15
Coincidence imaging for Jones matrix with a deep-learning approach,"['Imaging techniques', 'Metamaterials']","['Jiawei Xi', 'Tsz Kit Yung', 'Hong Liang', 'Tan Li', 'Wing Yim Tam', 'Jensen Li']",2024-03-06
A systematic pan-cancer study on deep learning-based prediction of multi-omic biomarkers from routine pathology images,"['Cancer imaging', 'Predictive markers', 'Tumour biomarkers']","['Salim Arslan', 'Julian Schmidt', 'Cher Bass', 'Debapriya Mehrotra', 'Andre Geraldes', 'Shikha Singhal', 'Julius Hense', 'Xiusi Li', 'Pandu Raharja-Liu', 'Oscar Maiques', 'Jakob Nikolas Kather', 'Pahini Pandya']",2024-03-15
Deep photonic network platform enabling arbitrary and broadband optical functionality,"['Integrated optics', 'Silicon photonics']","['Ali Najjar Amiri', 'Aycan Deniz Vit', 'Kazim Gorgulu', 'Emir Salih Magden']",2024-02-16
State-specific protein–ligand complex structure prediction with a multiscale deep generative model,"['Computer science', 'Protein structure predictions', 'Small molecules', 'Software']","['Zhuoran Qiao', 'Weili Nie', 'Arash Vahdat', 'Thomas F. Miller III', 'Animashree Anandkumar']",2024-02-12
DynamicBind: predicting ligand-specific protein-ligand complex structure with a deep equivariant generative model,"['Drug screening', 'Protein structure predictions', 'Virtual drug screening']","['Wei Lu', 'Jixian Zhang', 'Weifeng Huang', 'Ziqiao Zhang', 'Xiangyu Jia', 'Zhenyu Wang', 'Leilei Shi', 'Chengtao Li', 'Peter G. Wolynes', 'Shuangjia Zheng']",2024-02-05
Predicting extremely low body weight from 12-lead electrocardiograms using a deep neural network,"['Arrhythmias', 'Psychiatric disorders']","['Ken Kurisu', 'Tadahiro Yamazaki', 'Kazuhiro Yoshiuchi']",2024-02-26
Fully automated deep learning based auto-contouring of liver segments and spleen on contrast-enhanced CT images,"['Computational science', 'Translational research']","['Aashish C. Gupta', 'Guillaume Cazoulat', 'Mais Al Taie', 'Sireesha Yedururi', 'Bastien Rigaud', 'Austin Castelo', 'John Wood', 'Cenji Yu', 'Caleb O’Connor', 'Usama Salem', 'Jessica Albuquerque Marques Silva', 'Aaron Kyle Jones', 'Molly McCulloch', 'Bruno C. Odisio', 'Eugene J. Koay', 'Kristy K. Brock']",2024-02-26
Deep learning models incorporating endogenous factors beyond DNA sequences improve the prediction accuracy of base editing outcomes,"['Bioinformatics', 'Cell biology']","['Tanglong Yuan', 'Leilei Wu', 'Shiyan Li', 'Jitan Zheng', 'Nana Li', 'Xiao Xiao', 'Haihang Zhang', 'Tianyi Fei', 'Long Xie', 'Zhenrui Zuo', 'Di Li', 'Pinzheng Huang', 'Hu Feng', 'Yaqi Cao', 'Nana Yan', 'Xinming Wei', 'Lei Shi', 'Yongsen Sun', 'Wu Wei', 'Yidi Sun', 'Erwei Zuo']",2024-02-20
A multimodal deep learning approach for the prediction of cognitive decline and its effectiveness in clinical trials for Alzheimer’s disease,"['Neuroscience', 'Predictive markers']","['Caihua Wang', 'Hisateru Tachimori', 'Hiroyuki Yamaguchi', 'Atsushi Sekiguchi', 'Yuanzhong Li', 'Yuichi Yamashita', 'for Alzheimer’s Disease Neuroimaging Initiative']",2024-02-21
A cerebro-cerebellar network for learning visuomotor associations,"['Cerebellum', 'Cognitive control']","['Naveen Sendhilnathan', 'Andreea C. Bostan', 'Peter L. Strick', 'Michael E. Goldberg']",2024-03-21
MAPS: pathologist-level cell type annotation from tissue images through machine learning,"['Cancer microenvironment', 'Machine learning', 'Single-cell imaging']","['Muhammad Shaban', 'Yunhao Bai', 'Huaying Qiu', 'Shulin Mao', 'Jason Yeung', 'Yao Yu Yeo', 'Vignesh Shanmugam', 'Han Chen', 'Bokai Zhu', 'Jason L. Weirather', 'Garry P. Nolan', 'Margaret A. Shipp', 'Scott J. Rodig', 'Sizun Jiang', 'Faisal Mahmood']",2024-01-02
Deep generative design of RNA family sequences,"['Machine learning', 'RNA', 'Synthetic biology']","['Shunsuke Sumi', 'Michiaki Hamada', 'Hirohide Saito']",2024-01-18
Learning structural heterogeneity from cryo-electron sub-tomograms with tomoDRGN,"['Cryoelectron tomography', 'Machine learning', 'Translation']","['Barrett M. Powell', 'Joseph H. Davis']",2024-03-08
AutoTransOP: translating omics signatures without orthologue requirements using deep learning,"['Computational biology and bioinformatics', 'Computer modelling']","['Nikolaos Meimetis', 'Krista M. Pullen', 'Daniel Y. Zhu', 'Avlant Nilsson', 'Trong Nghia Hoang', 'Sara Magliacane', 'Douglas A. Lauffenburger']",2024-01-29
Intraoperative margin assessment for basal cell carcinoma with deep learning and histologic tumor mapping to surgical site,"['Medical imaging', 'Surgical oncology', 'Translational research']","['Joshua J Levy', 'Matthew J Davis', 'Rachael S Chacko', 'Michael J Davis', 'Lucy J Fu', 'Tarushii Goel', 'Akash Pamal', 'Irfan Nafi', 'Abhinav Angirekula', 'Anish Suvarna', 'Ram Vempati', 'Brock C Christensen', 'Matthew S Hayden', 'Louis J Vaickus', 'Matthew R LeBoeuf']",2024-01-03
Deep learning strategies with CReToNeXt-YOLOv5 for advanced pig face emotion detection,"['Computational biology and bioinformatics', 'Zoology']","['Lili Nie', 'Bugao Li', 'Yihan Du', 'Fan Jiao', 'Xinyue Song', 'Zhenyu Liu']",2024-01-19
A robust deep learning detector for sleep spindles and K-complexes: towards population norms,"['Computational biology and bioinformatics', 'Machine learning', 'Neurology']","['Nicolás I. Tapia-Rivas', 'Pablo A. Estévez', 'José A. Cortes-Briones']",2024-01-02
Assessing generalisability of deep learning-based polyp detection and segmentation methods through a computer vision challenge,"['Biomedical engineering', 'Colonoscopy']","['Sharib Ali', 'Noha Ghatwary', 'Debesh Jha', 'Ece Isik-Polat', 'Gorkem Polat', 'Chen Yang', 'Wuyang Li', 'Adrian Galdran', 'Miguel-Ángel González Ballester', 'Vajira Thambawita', 'Steven Hicks', 'Sahadev Poudel', 'Sang-Woong Lee', 'Ziyi Jin', 'Tianyuan Gan', 'ChengHui Yu', 'JiangPeng Yan', 'Doyeob Yeo', 'Hyunseok Lee', 'Nikhil Kumar Tomar', 'Mahmood Haithami', 'Amr Ahmed', 'Michael A. Riegler', 'Christian Daul', 'Pål Halvorsen', 'Jens Rittscher', 'Osama E. Salem', 'Dominique Lamarque', 'Renato Cannizzaro', 'Stefano Realdon', 'Thomas de Lange', 'James E. East']",2024-01-23
