title,subjects,authors,publish-date
Automated Quantification of Photoreceptor alteration in macular disease using Optical Coherence Tomography and Deep Learning,"['Computer science', 'High-throughput screening', 'Image processing', 'Machine learning', 'Prognostic markers']","['José Ignacio Orlando', 'Bianca S. Gerendas', 'Sophie Riedl', 'Christoph Grechenig', 'Anna Breger', 'Martin Ehler', 'Sebastian M. Waldstein', 'Hrvoje Bogunović', 'Ursula Schmidt-Erfurth']",2020-03-27
Resolving challenges in deep learning-based analyses of histopathological images using explanation methods,"['Cancer', 'Cancer imaging', 'Medical research']","['Miriam Hägele', 'Philipp Seegerer', 'Sebastian Lapuschkin', 'Michael Bockmayr', 'Wojciech Samek', 'Frederick Klauschen', 'Klaus-Robert Müller', 'Alexander Binder']",2020-04-14
COVID-Net: a tailored deep convolutional neural network design for detection of COVID-19 cases from chest X-ray images,"['Diagnosis', 'Viral infection']","['Linda Wang', 'Zhong Qiu Lin', 'Alexander Wong']",2020-11-11
TranSPHIRE: automated and feedback-optimized on-the-fly processing for cryo-EM,"['Cryoelectron microscopy', 'Image processing']","['Markus Stabrin', 'Fabian Schoenfeld', 'Thorsten Wagner', 'Sabrina Pospich', 'Christos Gatsogiannis', 'Stefan Raunser']",2020-11-11
DeepMicro: deep representation learning for disease prediction based on microbiome data,"['Computational biology and bioinformatics', 'Machine learning', 'Predictive markers']","['Min Oh', 'Liqing Zhang']",2020-04-07
Graph embedding and unsupervised learning predict genomic sub-compartments from HiC chromatin interaction data,"['Data processing', 'Machine learning', 'Software']","['Haitham Ashoor', 'Xiaowen Chen', 'Wojciech Rosikiewicz', 'Jiahui Wang', 'Albert Cheng', 'Ping Wang', 'Yijun Ruan', 'Sheng Li']",2020-03-03
Improving the trans-ancestry portability of polygenic risk scores by prioritizing variants in predicted cell-type-specific regulatory elements,"['Epigenetics', 'Functional genomics', 'Genetics', 'Population genetics']","['Tiffany Amariuta', 'Kazuyoshi Ishigaki', 'Hiroki Sugishita', 'Tazro Ohta', 'Masaru Koido', 'Kushal K. Dey', 'Koichi Matsuda', 'Yoshinori Murakami', 'Alkes L. Price', 'Eiryo Kawakami', 'Chikashi Terao', 'Soumya Raychaudhuri']",2020-11-30
Iterative transfer learning with neural network for clustering and cell type classification in single-cell RNA-seq analysis,"['Bioinformatics', 'Gene expression analysis', 'Machine learning']","['Jian Hu', 'Xiangjie Li', 'Gang Hu', 'Yafei Lyu', 'Katalin Susztak', 'Mingyao Li']",2020-10-05
Applying deep learning to single-trial EEG data provides evidence for complementary theories on action control,"['Cognitive control', 'Decision']","['Amirali Vahid', 'Moritz Mückschel', 'Sebastian Stober', 'Ann-Kathrin Stock', 'Christian Beste']",2020-03-09
Overall survival prediction of non-small cell lung cancer by integrating microarray and clinical data with deep learning,"['Non-small-cell lung cancer', 'Prognostic markers', 'Regulatory networks']","['Yu-Heng Lai', 'Wei-Ning Chen', 'Te-Cheng Hsu', 'Che Lin', 'Yu Tsao', 'Semon Wu']",2020-03-13
Deep learning applied to hyperspectral endoscopy for online spectral classification,"['Applied optics', 'Scientific data']","['Alexandru Grigoroiu', 'Jonghee Yoon', 'Sarah E. Bohndiek']",2020-03-03
Automatic optic nerve head localization and cup-to-disc ratio detection using state-of-the-art deep-learning architectures,"['Computer science', 'Translational research']","['Keunheung Park', 'Jinmi Kim', 'Jiwoong Lee']",2020-03-19
A multistep deep learning framework for the automated detection and segmentation of astrocytes in fluorescent images of brain tissue,"['Mathematics and computing', 'Neuroscience']","['Cihan Bilge Kayasandik', 'Wenjuan Ru', 'Demetrio Labate']",2020-03-20
Deep-learning-based image segmentation integrated with optical microscopy for automatically searching for two-dimensional materials,"['Materials science', 'Nanoscience and technology']","['Satoru Masubuchi', 'Eisuke Watanabe', 'Yuta Seo', 'Shota Okazaki', 'Takao Sasagawa', 'Kenji Watanabe', 'Takashi Taniguchi', 'Tomoki Machida']",2020-03-23
"Virtual screening of anti-HIV1 compounds against SARS-CoV-2: machine learning modeling, chemoinformatics and molecular dynamics simulation based analysis","['High-throughput screening', 'Virtual screening']","['Mahesha Nand', 'Priyanka Maiti', 'Tushar Joshi', 'Subhash Chandra', 'Veena Pande', 'Jagdish Chandra Kuniyal', 'Muthannan Andavar Ramakrishnan']",2020-11-23
Combining mechanistic and machine learning models for predictive engineering and optimization of tryptophan metabolism,"['Applied microbiology', 'Metabolic engineering', 'Synthetic biology']","['Jie Zhang', 'Søren D. Petersen', 'Tijana Radivojevic', 'Andrés Ramirez', 'Andrés Pérez-Manríquez', 'Eduardo Abeliuk', 'Benjamín J. Sánchez', 'Zak Costello', 'Yu Chen', 'Michael J. Fero', 'Hector Garcia Martin', 'Jens Nielsen', 'Jay D. Keasling', 'Michael K. Jensen']",2020-09-25
Non-invasive identification of swallows via deep learning in high resolution cervical auscultation recordings,"['Biomedical engineering', 'Electrodiagnosis']","['Yassin Khalifa', 'James L. Coyle', 'Ervin Sejdić']",2020-05-26
Automatic mandibular canal detection using a deep convolutional neural network,"['Cone-beam computed tomography', 'Dental radiology', 'Three-dimensional imaging']","['Gloria Hyunjung Kwak', 'Eun-Jung Kwak', 'Jae Min Song', 'Hae Ryoun Park', 'Yun-Hoa Jung', 'Bong-Hae Cho', 'Pan Hui', 'Jae Joon Hwang']",2020-03-31
A framework based on deep neural networks to extract anatomy of mosquitoes from images,"['Ecology', 'Taxonomy']","['Mona Minakshi', 'Pratool Bharti', 'Tanvir Bhuiyan', 'Sherzod Kariev', 'Sriram Chellappan']",2020-08-03
Deep learning for irregularly and regularly missing data reconstruction,"['Geophysics', 'Seismology']","['Xintao Chai', 'Hanming Gu', 'Feng Li', 'Hongyou Duan', 'Xiaobo Hu', 'Kai Lin']",2020-02-24
Locating induced earthquakes with a network of seismic stations in Oklahoma via a deep learning method,"['Information technology', 'Natural hazards', 'Seismology']","['Xiong Zhang', 'Jie Zhang', 'Congcong Yuan', 'Sen Liu', 'Zhibo Chen', 'Weiping Li']",2020-02-06
Prostate Cancer Nodal Staging: Using Deep Learning to Predict 68Ga-PSMA-Positivity from CT Imaging Alone,"['Cancer imaging', 'Diagnostic markers']","['A. Hartenstein', 'F. Lübbe', 'A. D. J. Baur', 'M. M. Rudolph', 'C. Furth', 'W. Brenner', 'H. Amthauer', 'B. Hamm', 'M. Makowski', 'T. Penzkofer']",2020-02-25
Impact of a deep learning assistant on the histopathologic classification of liver cancer,"['Liver cancer', 'Machine learning', 'Pathology']","['Amirhossein Kiani', 'Bora Uyumazturk', 'Pranav Rajpurkar', 'Alex Wang', 'Rebecca Gao', 'Erik Jones', 'Yifan Yu', 'Curtis P. Langlotz', 'Robyn L. Ball', 'Thomas J. Montine', 'Brock A. Martin', 'Gerald J. Berry', 'Michael G. Ozawa', 'Florette K. Hazard', 'Ryanne A. Brown', 'Simon B. Chen', 'Mona Wood', 'Libby S. Allard', 'Lourdes Ylagan', 'Andrew Y. Ng', 'Jeanne Shen']",2020-02-26
Using deep-learning to forecast the magnitude and characteristics of urban heat island in Seoul Korea,"['Atmospheric science', 'Climate change', 'Environmental impact']","['Jin Woo Oh', 'Jack Ngarambe', 'Patrick Nzivugira Duhirwe', 'Geun Young Yun', 'Mattheos Santamouris']",2020-02-26
Macular Ganglion Cell-Inner Plexiform Layer Thickness Prediction from Red-free Fundus Photography using Hybrid Deep Learning Model,"['Optic nerve diseases', 'Translational research']","['Jinho Lee', 'Young Kook Kim', 'Ahnul Ha', 'Sukkyu Sun', 'Yong Woo Kim', 'Jin-Soo Kim', 'Jin Wook Jeoung', 'Ki Ho Park']",2020-02-24
Supervised deep learning for real-time quality monitoring of laser welding with X-ray radiographic guidance,"['Computational science', 'Laser material processing']","['Sergey Shevchik', 'Tri Le-Quang', 'Bastian Meylan', 'Farzad Vakili Farahani', 'Margie P. Olbinado', 'Alexander Rack', 'Giulio Masinelli', 'Christian Leinenbach', 'Kilian Wasmer']",2020-02-25
Development of an early-warning system for high-risk patients for suicide attempt using deep learning and electronic health records,"['Psychiatric disorders', 'Scientific community']","['Le Zheng', 'Oliver Wang', 'Shiying Hao', 'Chengyin Ye', 'Modi Liu', 'Minjie Xia', 'Alex N. Sabo', 'Liliana Markovic', 'Frank Stearns', 'Laura Kanov', 'Karl G. Sylvester', 'Eric Widen', 'Doff B. McElhinney', 'Wei Zhang', 'Jiayu Liao', 'Xuefeng B. Ling']",2020-02-20
Performance and clinical utility of supervised machine-learning approaches in detecting familial hypercholesterolaemia in primary care,"['Dyslipidaemias', 'Outcomes research']","['Ralph K. Akyea', 'Nadeem Qureshi', 'Joe Kai', 'Stephen F. Weng']",2020-10-30
Differentiation of low and high grade renal cell carcinoma on routine MRI with an externally validated automatic machine learning algorithm,"['Diagnosis', 'Machine learning']","['Subhanik Purkayastha', 'Yijun Zhao', 'Jing Wu', 'Rong Hu', 'Aidan McGirr', 'Sukhdeep Singh', 'Ken Chang', 'Raymond Y. Huang', 'Paul J. Zhang', 'Alvin Silva', 'Michael C. Soulen', 'S. William Stavropoulos', 'Zishu Zhang', 'Harrison X. Bai']",2020-11-11
Enhancing protein backbone angle prediction by using simpler models of deep neural networks,"['Machine learning', 'Protein structure predictions']","['Fereshteh Mataeimoghadam', 'M. A. Hakim Newton', 'Abdollah Dehzangi', 'Abdul Karim', 'B. Jayaram', 'Shoba Ranganathan', 'Abdul Sattar']",2020-11-10
A machine learning-based chemoproteomic approach to identify drug targets and binding sites in complex proteomes,"['Machine learning', 'Mass spectrometry', 'Proteomics', 'Target identification']","['Ilaria Piazza', 'Nigel Beaton', 'Roland Bruderer', 'Thomas Knobloch', 'Crystel Barbisan', 'Lucie Chandat', 'Alexander Sudau', 'Isabella Siepe', 'Oliver Rinner', 'Natalie de Souza', 'Paola Picotti', 'Lukas Reiter']",2020-08-21
AxoNet: A deep learning-based tool to count retinal ganglion cell axons,"['Image processing', 'Software']","['Matthew D. Ritch', 'Bailey G. Hannon', 'A. Thomas Read', 'Andrew J. Feola', 'Grant A. Cull', 'Juan Reynaud', 'John C. Morrison', 'Claude F. Burgoyne', 'Machelle T. Pardue', 'C. Ross Ethier']",2020-05-15
Deep Learning Models for Histopathological Classification of Gastric and Colonic Epithelial Tumours,"['Classification and taxonomy', 'Colon cancer', 'Gastric cancer']","['Osamu Iizuka', 'Fahdi Kanavati', 'Kei Kato', 'Michael Rambeau', 'Koji Arihiro', 'Masayuki Tsuneki']",2020-01-30
Comparison of different input modalities and network structures for deep learning-based seizure detection,"['Data processing', 'Diagnostic markers']","['Kyung-Ok Cho', 'Hyun-Jong Jang']",2020-01-10
Combining deep learning with token selection for patient phenotyping from electronic health records,"['Computational biology and bioinformatics', 'Computational science', 'Machine learning', 'Statistics']","['Zhen Yang', 'Matthias Dehmer', 'Olli Yli-Harja', 'Frank Emmert-Streib']",2020-01-29
Endoscopic diagnosis and treatment planning for colorectal polyps using a deep-learning model,"['Colonoscopy', 'Colorectal cancer']","['Eun Mi Song', 'Beomhee Park', 'Chun-Ae Ha', 'Sung Wook Hwang', 'Sang Hyoung Park', 'Dong-Hoon Yang', 'Byong Duk Ye', 'Seung-Jae Myung', 'Suk-Kyun Yang', 'Namkug Kim', 'Jeong-Sik Byeon']",2020-01-08
Benchmarking Deep Learning Architectures for Predicting Readmission to the ICU and Describing Patients-at-Risk,"['Computer science', 'Health services']","['Sebastiano Barbieri', 'James Kemp', 'Oscar Perez-Concha', 'Sradha Kotwal', 'Martin Gallagher', 'Angus Ritchie', 'Louisa Jorm']",2020-01-24
"Deep learning, computer-aided radiography reading for tuberculosis: a diagnostic accuracy study from a tertiary hospital in India","['Pathology', 'Radiography', 'Tuberculosis']","['Madlen Nash', 'Rajagopal Kadavigere', 'Jasbon Andrade', 'Cynthia Amrutha Sukumar', 'Kiran Chawla', 'Vishnu Prasad Shenoy', 'Tripti Pande', 'Sophie Huddart', 'Madhukar Pai', 'Kavitha Saravu']",2020-01-14
Deep learning interpretation of echocardiograms,"['Cardiovascular diseases', 'Image processing', 'Machine learning']","['Amirata Ghorbani', 'David Ouyang', 'Abubakar Abid', 'Bryan He', 'Jonathan H. Chen', 'Robert A. Harrington', 'David H. Liang', 'Euan A. Ashley', 'James Y. Zou']",2020-01-24
Improved small blob detection in 3D images using jointly constrained deep learning and Hessian analysis,"['Diagnostic markers', 'Glomerular diseases', 'Image processing']","['Yanzhe Xu', 'Teresa Wu', 'Fei Gao', 'Jennifer R. Charlton', 'Kevin M. Bennett']",2020-01-15
Deep learning for detecting retinal detachment and discerning macular status using ultra-widefield fundus images,"['Health sciences', 'Medical research', 'Retinal diseases', 'Translational research']","['Zhongwen Li', 'Chong Guo', 'Danyao Nie', 'Duoru Lin', 'Yi Zhu', 'Chuan Chen', 'Xiaohang Wu', 'Fabao Xu', 'Chenjin Jin', 'Xiayin Zhang', 'Hui Xiao', 'Kai Zhang', 'Lanqin Zhao', 'Pisong Yan', 'Weiyi Lai', 'Jianyin Li', 'Weibo Feng', 'Yonghao Li', 'Daniel Shu Wei Ting', 'Haotian Lin']",2020-01-08
Near Real-Time Wildfire Progression Monitoring with Sentinel-1 SAR Time Series and Deep Learning,"['Computational science', 'Natural hazards']","['Yifang Ban', 'Puzhao Zhang', 'Andrea Nascetti', 'Alexandre R. Bevington', 'Michael A. Wulder']",2020-01-28
Deep neural network based artificial intelligence assisted diagnosis of bone scintigraphy for cancer bone metastasis,"['Cancer', 'Mathematics and computing', 'Metastasis']","['Zhen Zhao', 'Yong Pi', 'Lisha Jiang', 'Yongzhao Xiang', 'Jianan Wei', 'Pei Yang', 'Wenjie Zhang', 'Xiao Zhong', 'Ke Zhou', 'Yuhao Li', 'Lin Li', 'Zhang Yi', 'Huawei Cai']",2020-10-12
Learning fine-grained estimation of physiological states from coarse-grained labels by distribution restoration,"['Biomedical engineering', 'Electrodiagnosis', 'Machine learning']","['Zengyi Qin', 'Jiansheng Chen', 'Zhenyu Jiang', 'Xumin Yu', 'Chunhua Hu', 'Yu Ma', 'Suhua Miao', 'Rongsong Zhou']",2020-12-15
Machine-learning-based prediction models for high-need high-cost patients using nationwide clinical and claims data,"['Health care economics', 'Health policy']","['Itsuki Osawa', 'Tadahiro Goto', 'Yuji Yamamoto', 'Yusuke Tsugawa']",2020-11-11
Sixteen facial expressions occur in similar contexts worldwide,"['Emotion', 'Human behaviour']","['Alan S. Cowen', 'Dacher Keltner', 'Florian Schroff', 'Brendan Jou', 'Hartwig Adam', 'Gautam Prasad']",2020-12-16
The study of automatic machine learning base on radiomics of non-focus area in the first chest CT of different clinical types of COVID-19 pneumonia,"['Infectious diseases', 'Outcomes research', 'Respiratory tract diseases']","['Hui-Bin Tan', 'Fei Xiong', 'Yuan-Liang Jiang', 'Wen-Cai Huang', 'Ye Wang', 'Han-Han Li', 'Tao You', 'Ting-Ting Fu', 'Ran Lu', 'Bi-Wen Peng']",2020-11-03
Elucidating the multiple roles of hydration for accurate protein-ligand binding prediction via deep learning,"['Computational chemistry', 'Molecular modelling', 'Structure-based drug design']","['Amr H. Mahmoud', 'Matthew R. Masters', 'Ying Yang', 'Markus A. Lill']",2020-02-11
Separability and geometry of object manifolds in deep neural networks,"['Learning algorithms', 'Network models', 'Neural decoding', 'Neural encoding']","['Uri Cohen', 'SueYeon Chung', 'Daniel D. Lee', 'Haim Sompolinsky']",2020-02-06
Predicting the efficiency of prime editing guide RNAs in human cells,"['CRISPR-Cas9 genome editing', 'Genetic engineering']","['Hui Kwon Kim', 'Goosang Yu', 'Jinman Park', 'Seonwoo Min', 'Sungtae Lee', 'Sungroh Yoon', 'Hyongbum Henry Kim']",2020-09-21
Deep neural networks detect suicide risk from textual facebook posts,"['Computational science', 'Psychology']","['Yaakov Ophir', 'Refael Tikochinski', 'Christa S. C. Asterhan', 'Itay Sisso', 'Roi Reichart']",2020-10-07
Deep Learning Predicts Total Knee Replacement from Magnetic Resonance Images,"['Image processing', 'Magnetic resonance imaging', 'Musculoskeletal system', 'Predictive markers']","['Aniket A. Tolpadi', 'Jinhee J. Lee', 'Valentina Pedoia', 'Sharmila Majumdar']",2020-04-14
MARS: discovering novel cell types across heterogeneous single-cell experiments,"['Genomics', 'Machine learning', 'Statistical methods', 'Transcriptomics']","['Maria Brbić', 'Marinka Zitnik', 'Sheng Wang', 'Angela O. Pisco', 'Russ B. Altman', 'Spyros Darmanis', 'Jure Leskovec']",2020-10-19
Development and evaluation of an artificial intelligence system for COVID-19 diagnosis,"['Diagnosis', 'Influenza virus', 'Machine learning', 'Three-dimensional imaging']","['Cheng Jin', 'Weixiang Chen', 'Yukun Cao', 'Zhanwei Xu', 'Zimeng Tan', 'Xin Zhang', 'Lei Deng', 'Chuansheng Zheng', 'Jie Zhou', 'Heshui Shi', 'Jianjiang Feng']",2020-10-09
Symmetry prediction and knowledge discovery from X-ray diffraction patterns using an interpretable machine learning approach,"['Characterization and analytical techniques', 'Structure of solids and liquids']","['Yuta Suzuki', 'Hideitsu Hino', 'Takafumi Hawai', 'Kotaro Saito', 'Masato Kotsugi', 'Kanta Ono']",2020-12-11
Phase of firing coding of learning variables across the fronto-striatal network during feature-based learning,"['Learning and memory', 'Neuroscience']","['Benjamin Voloh', 'Mariann Oemisch', 'Thilo Womelsdorf']",2020-09-16
A supervised learning framework for chromatin loop detection in genome-wide contact maps,"['Chromatin structure', 'Gene regulatory networks', 'Genome informatics']","['Tarik J. Salameh', 'Xiaotao Wang', 'Fan Song', 'Bo Zhang', 'Sage M. Wright', 'Chachrit Khunsriraksakul', 'Yijun Ruan', 'Feng Yue']",2020-07-09
Predicting the propensity for thermally activated β events in metallic glasses via interpretable machine learning,"['Condensed-matter physics', 'Glasses', 'Metals and alloys', 'Structure of solids and liquids', 'Theory and computation']","['Qi Wang', 'Jun Ding', 'Longfei Zhang', 'Evgeny Podryabinkin', 'Alexander Shapeev', 'Evan Ma']",2020-12-15
Comparison of manual and machine learning image processing approaches to determine fungiform papillae on the tongue,"['Anatomy', 'Computer science', 'Mathematics and computing', 'Oral anatomy']","['Camilla Cattaneo', 'Jing Liu', 'Chenhao Wang', 'Ella Pagliarini', 'Jon Sporring', 'Wender L. P. Bredie']",2020-10-29
Technical and imaging factors influencing performance of deep learning systems for diabetic retinopathy,"['Population screening', 'Translational research']","['Michelle Y. T. Yip', 'Gilbert Lim', 'Zhan Wei Lim', 'Quang D. Nguyen', 'Crystal C. Y. Chong', 'Marco Yu', 'Valentina Bellemo', 'Yuchen Xie', 'Xin Qi Lee', 'Haslina Hamzah', 'Jinyi Ho', 'Tien-En Tan', 'Charumathi Sabanayagam', 'Andrzej Grzybowski', 'Gavin S. W. Tan', 'Wynne Hsu', 'Mong Li Lee', 'Tien Yin Wong', 'Daniel S. W. Ting']",2020-03-23
Deep Learning to Predict Protein Backbone Structure from High-Resolution Cryo-EM Density Maps,"['Computational science', 'Cryoelectron microscopy', 'Protein structure predictions']","['Dong Si', 'Spencer A. Moritz', 'Jonas Pfab', 'Jie Hou', 'Renzhi Cao', 'Liguo Wang', 'Tianqi Wu', 'Jianlin Cheng']",2020-03-09
Interpretable socioeconomic status inference from aerial imagery through urban patterns,"['Computational science', 'Socioeconomic scenarios']","['Jacob Levy Abitbol', 'Márton Karsai']",2020-10-26
Rapid vessel segmentation and reconstruction of head and neck angiograms using 3D convolutional neural network,"['Image processing', 'Machine learning', 'Mathematics and computing', 'Medical research', 'Neurology']","['Fan Fu', 'Jianyong Wei', 'Miao Zhang', 'Fan Yu', 'Yueting Xiao', 'Dongdong Rong', 'Yi Shan', 'Yan Li', 'Cheng Zhao', 'Fangzhou Liao', 'Zhenghan Yang', 'Yuehua Li', 'Yingmin Chen', 'Ximing Wang', 'Jie Lu']",2020-09-24
Multi-task learning for the simultaneous reconstruction of the human and mouse gene regulatory networks,"['Data mining', 'Gene expression', 'Gene regulatory networks', 'Machine learning']","['Paolo Mignone', 'Gianvito Pio', 'Sašo Džeroski', 'Michelangelo Ceci']",2020-12-18
Dirty engineering data-driven inverse prediction machine learning model,"['Materials science', 'Mathematics and computing']","['Jin-Woong Lee', 'Woon Bae Park', 'Byung Do Lee', 'Seonghwan Kim', 'Nam Hoon Goo', 'Kee-Sun Sohn']",2020-11-24
Detecting shielded explosives by coupling prompt gamma neutron activation analysis and deep neural networks,"['Characterization and analytical techniques', 'Physics', 'Techniques and instrumentation']","['K. Hossny', 'Ahmad Hany Hossny', 'S. Magdi', 'Abdelfattah Y. Soliman', 'Mohammed Hossny']",2020-08-10
Deep learning approach based on dimensionality reduction for designing electromagnetic nanostructures,"['Metamaterials', 'Nanophotonics and plasmonics']","['Yashar Kiarashinejad', 'Sajjad Abdollahramezani', 'Ali Adibi']",2020-02-04
Stable machine-learning parameterization of subgrid processes for climate modeling at a range of resolutions,"['Atmospheric dynamics', 'Climate and Earth system modelling']","['Janni Yuval', 'Paul A. O’Gorman']",2020-07-03
Comparing feedforward and recurrent neural network architectures with human behavior in artificial grammar learning,"['Consciousness', 'Human behaviour', 'Language']","['Andrea Alamia', 'Victor Gauducheau', 'Dimitri Paisios', 'Rufin VanRullen']",2020-12-17
Long-term self-renewing stem cells in the adult mouse hippocampus identified by intravital imaging,"['Adult neurogenesis', 'Neurogenesis', 'Neuroscience']","['Sara Bottes', 'Baptiste N. Jaeger', 'Gregor-Alexander Pilz', 'David J. Jörg', 'John Darby Cole', 'Merit Kruse', 'Lachlan Harris', 'Vladislav I. Korobeynyk', 'Izaskun Mallona', 'Fritjof Helmchen', 'François Guillemot', 'Benjamin D. Simons', 'Sebastian Jessberger']",2020-12-21
Transparency and reproducibility in artificial intelligence,"['Diagnostic markers', 'Translational research']","['Benjamin Haibe-Kains', 'George Alexandru Adam', 'Ahmed Hosny', 'Farnoosh Khodakarami', 'Massive Analysis Quality Control (MAQC) Society Board of Directors', 'Levi Waldron', 'Bo Wang', 'Chris McIntosh', 'Anna Goldenberg', 'Anshul Kundaje', 'Casey S. Greene', 'Tamara Broderick', 'Michael M. Hoffman', 'Jeffrey T. Leek', 'Keegan Korthauer', 'Wolfgang Huber', 'Alvis Brazma', 'Joelle Pineau', 'Robert Tibshirani', 'Trevor Hastie', 'John P. A. Ioannidis', 'John Quackenbush', 'Hugo J. W. L. Aerts']",2020-10-14
Deep time-delay Markov network for prediction and modeling the stress and emotions state transition,"['Biomedical engineering', 'Computer science', 'Information technology']","['Barlian Henryranu Prasetio', 'Hiroki Tamura', 'Koichi Tanno']",2020-10-22
Gesture recognition using a bioinspired learning architecture that integrates visual data with somatosensory data from stretchable sensors,"['Electrical and electronic engineering', 'Materials for devices']","['Ming Wang', 'Zheng Yan', 'Ting Wang', 'Pingqiang Cai', 'Siyu Gao', 'Yi Zeng', 'Changjin Wan', 'Hong Wang', 'Liang Pan', 'Jiancan Yu', 'Shaowu Pan', 'Ke He', 'Jie Lu', 'Xiaodong Chen']",2020-06-08
Precision Medicine and Artificial Intelligence: A Pilot Study on Deep Learning for Hypoglycemic Events Detection based on ECG,"['Biomedical engineering', 'Computer science', 'Pre-diabetes']","['Mihaela Porumb', 'Saverio Stranges', 'Antonio Pescapè', 'Leandro Pecchia']",2020-01-13
Genome-wide genetic variation coupled with demographic and ecological niche modeling of the dusky-footed woodrat (Neotoma fuscipes) reveal patterns of deep divergence and widespread Holocene expansion across northern California,"['Evolutionary genetics', 'Molecular evolution']","['Robert A. Boria', 'Sarah K. Brown', 'Marjorie D. Matocq', 'Jessica L. Blois']",2020-12-15
Deep neural network improves the estimation of polygenic risk scores for breast cancer,"['Breast cancer', 'Genome informatics']","['Adrien Badré', 'Li Zhang', 'Wellington Muchero', 'Justin C. Reynolds', 'Chongle Pan']",2020-10-02
Molecular layer interneurons in the cerebellum encode for valence in associative learning,"['Decision', 'Olfactory system', 'Reward', 'Sensory processing']","['Ming Ma', 'Gregory L. Futia', 'Fabio M. Simoes de Souza', 'Baris N. Ozbay', 'Isabel Llano', 'Emily A. Gibson', 'Diego Restrepo']",2020-08-31
Classification of femur fracture in pelvic X-ray images using meta-learned deep neural network,"['Computer science', 'Diagnosis', 'Information technology', 'Orthopaedics']","['Changhwan Lee', 'Jongseong Jang', 'Seunghun Lee', 'Young Soo Kim', 'Hang Joon Jo', 'Yeesuk Kim']",2020-08-13
Characterization and identification of lysine crotonylation sites based on machine learning method on both plant and mammalian,"['Machine learning', 'Protein sequence analyses']","['Rulan Wang', 'Zhuo Wang', 'Hongfei Wang', 'Yuxuan Pang', 'Tzong-Yi Lee']",2020-11-24
Machine learning-based automated classification of headache disorders using patient-reported questionnaires,"['Headache', 'Information technology']","['Junmo Kwon', 'Hyebin Lee', 'Soohyun Cho', 'Chin-Sang Chung', 'Mi Ji Lee', 'Hyunjin Park']",2020-08-20
Cross-site transportability of an explainable artificial intelligence model for acute kidney injury prediction,"['Acute kidney injury', 'Computational science', 'Predictive medicine']","['Xing Song', 'Alan S. L. Yu', 'John A. Kellum', 'Lemuel R. Waitman', 'Michael E. Matheny', 'Steven Q. Simpson', 'Yong Hu', 'Mei Liu']",2020-11-09
Machine learning model to project the impact of COVID-19 on US motor gasoline demand,"['Energy and society', 'Energy modelling', 'Energy supply and demand', 'SARS-CoV-2']","['Shiqi Ou', 'Xin He', 'Weiqi Ji', 'Wei Chen', 'Lang Sui', 'Yu Gan', 'Zifeng Lu', 'Zhenhong Lin', 'Sili Deng', 'Steven Przesmitzki', 'Jessey Bouchard']",2020-07-17
A RCT for assessment of active human-centred learning finds teacher-centric non-human teaching of evolution optimal,"['Education', 'Psychology']","['Loredana Buchan', 'Momna Hejmadi', 'Liam Abrahams', 'Laurence D. Hurst']",2020-12-04
Deep-learning-based accurate hepatic steatosis quantification for histological assessment of liver biopsies,"['Liver diseases', 'Translational research']","['Mousumi Roy', 'Fusheng Wang', 'Hoang Vo', 'Dejun Teng', 'George Teodoro', 'Alton B. Farris', 'Eduardo Castillo-Leon', 'Miriam B. Vos', 'Jun Kong']",2020-07-13
Personalized quantification of facial normality: a machine learning approach,"['Engineering', 'Health care', 'Mathematics and computing', 'Medical research']","['Osman Boyaci', 'Erchin Serpedin', 'Mitchell A. Stotland']",2020-12-07
Power-law scaling to assist with key challenges in artificial intelligence,"['Information theory and computation', 'Statistical physics, thermodynamics and nonlinear dynamics']","['Yuval Meir', 'Shira Sardi', 'Shiri Hodassman', 'Karin Kisos', 'Itamar Ben-Noam', 'Amir Goldental', 'Ido Kanter']",2020-11-12
UMI-linked consensus sequencing enables phylogenetic analysis of directed evolution,"['Biocatalysis', 'High-throughput screening', 'Next-generation sequencing', 'Synthetic biology']","['Paul Jannis Zurek', 'Philipp Knyphausen', 'Katharina Neufeld', 'Ahir Pushpanath', 'Florian Hollfelder']",2020-11-26
Application of feed forward and recurrent neural networks in simulation of left ventricular mechanics,"['Biomedical engineering', 'Cardiovascular biology']","['Yaghoub Dabiri', 'Alex Van der Velden', 'Kevin L. Sack', 'Jenny S. Choy', 'Julius M. Guccione', 'Ghassan S. Kassab']",2020-12-18
A unified connectomic target for deep brain stimulation in obsessive-compulsive disorder,"['Neural circuits', 'Obsessive compulsive disorder']","['Ningfei Li', 'Juan Carlos Baldermann', 'Astrid Kibleur', 'Svenja Treu', 'Harith Akram', 'Gavin J. B. Elias', 'Alexandre Boutet', 'Andres M. Lozano', 'Bassam Al-Fatly', 'Bryan Strange', 'Juan A. Barcia', 'Ludvic Zrinzo', 'Eileen Joyce', 'Stephan Chabardes', 'Veerle Visser-Vandewalle', 'Mircea Polosan', 'Jens Kuhn', 'Andrea A. Kühn', 'Andreas Horn']",2020-07-03
Automated markerless pose estimation in freely moving macaques with OpenMonkeyStudio,"['Motivation', 'Motor control', 'Reward', 'Social neuroscience']","['Praneet C. Bala', 'Benjamin R. Eisenreich', 'Seng Bum Michael Yoo', 'Benjamin Y. Hayden', 'Hyun Soo Park', 'Jan Zimmermann']",2020-09-11
