title,subjects,authors,publish-date
Deep learning encodes robust discriminative neuroimaging representations to outperform standard machine learning,"['Computational biology and bioinformatics', 'Computational neuroscience', 'Learning algorithms', 'Machine learning', 'Neuroscience']","['Anees Abrol', 'Zening Fu', 'Mustafa Salman', 'Rogers Silva', 'Yuhui Du', 'Sergey Plis', 'Vince Calhoun']",2021-01-13
Stretchable and anti-impact iontronic pressure sensor with an ultrabroad linear range for biophysical monitoring and deep learning-aided knee rehabilitation,"['Electrical and electronic engineering', 'Nanoscale materials']","['Hongcheng Xu', 'Libo Gao', 'Haitao Zhao', 'Hanlin Huang', 'Yuejiao Wang', 'Gang Chen', 'Yuxin Qin', 'Ningjuan Zhao', 'Dandan Xu', 'Ling Duan', 'Xuan Li', 'Siyu Li', 'Zhongbao Luo', 'Weidong Wang', 'Yang Lu']",2021-11-17
Real-time determination of earthquake focal mechanism via deep learning,"['Geophysics', 'Seismology']","['Wenhuan Kuang', 'Congcong Yuan', 'Jie Zhang']",2021-03-04
Democratising deep learning for microscopy with ZeroCostDL4Mic,"['Cellular imaging', 'Image processing', 'Machine learning']","['Lucas von Chamier', 'Romain F. Laine', 'Johanna Jukkala', 'Christoph Spahn', 'Daniel Krentzel', 'Elias Nehme', 'Martina Lerche', 'Sara Hernández-Pérez', 'Pieta K. Mattila', 'Eleni Karinou', 'Séamus Holden', 'Ahmet Can Solak', 'Alexander Krull', 'Tim-Oliver Buchholz', 'Martin L. Jones', 'Loïc A. Royer', 'Christophe Leterrier', 'Yoav Shechtman', 'Florian Jug', 'Mike Heilemann', 'Guillaume Jacquemet', 'Ricardo Henriques']",2021-04-15
A deep-learning method using computed tomography scout images for estimating patient body weight,"['Computational science', 'Medical imaging']","['Shota Ichikawa', 'Misaki Hamada', 'Hiroyuki Sugimori']",2021-08-02
Improving performance of deep learning models with axiomatic attribution priors and expected gradients,"['Computer science', 'Regulatory networks', 'Risk factors']","['Gabriel Erion', 'Joseph D. Janizek', 'Pascal Sturmfels', 'Scott M. Lundberg', 'Su-In Lee']",2021-05-31
Deep learning-based point-scanning super-resolution imaging,"['Image processing', 'Imaging', 'Machine learning', 'Microscopy', 'Software']","['Linjing Fang', 'Fred Monroe', 'Sammy Weiser Novak', 'Lyndsey Kirk', 'Cara R. Schiavon', 'Seungyoon B. Yu', 'Tong Zhang', 'Melissa Wu', 'Kyle Kastner', 'Alaa Abdel Latif', 'Zijun Lin', 'Andrew Shaw', 'Yoshiyuki Kubota', 'John Mendenhall', 'Zhao Zhang', 'Gulcin Pekkurnaz', 'Kristen Harris', 'Jeremy Howard', 'Uri Manor']",2021-03-08
Extraction of protein dynamics information from cryo-EM maps using deep learning,"['Computational biophysics', 'Cryoelectron microscopy', 'Machine learning']","['Shigeyuki Matsumoto', 'Shoichi Ishida', 'Mitsugu Araki', 'Takayuki Kato', 'Kei Terayama', 'Yasushi Okuno']",2021-02-04
A Deep Gravity model for mobility flows generation,"['Applied mathematics', 'Computer science', 'Geography', 'Statistics']","['Filippo Simini', 'Gianni Barlacchi', 'Massimilano Luca', 'Luca Pappalardo']",2021-11-12
Deep learning STEM-EDX tomography of nanocrystals,"['Computational science', 'Imaging techniques', 'Quantum dots', 'Transmission electron microscopy']","['Yoseob Han', 'Jaeduck Jang', 'Eunju Cha', 'Junho Lee', 'Hyungjin Chung', 'Myoungho Jeong', 'Tae-Gon Kim', 'Byeong Gyu Chae', 'Hee Goo Kim', 'Shinae Jun', 'Sungwoo Hwang', 'Eunha Lee', 'Jong Chul Ye']",2021-02-08
SpookyNet: Learning force fields with electronic degrees of freedom and nonlocal effects,"['Chemical physics', 'Cheminformatics', 'Computational chemistry', 'Method development', 'Quantum chemistry']","['Oliver T. Unke', 'Stefan Chmiela', 'Michael Gastegger', 'Kristof T. Schütt', 'Huziel E. Sauceda', 'Klaus-Robert Müller']",2021-12-14
Deep learning to infer eddy heat fluxes from sea surface height patterns of mesoscale turbulence,['Physical oceanography'],"['Tom M. George', 'Georgy E. Manucharyan', 'Andrew F. Thompson']",2021-02-05
Automated cortical thickness measurement of the mandibular condyle head on CBCT images using a deep learning method,"['3-D reconstruction', 'Computer science', 'Machine learning', 'Medical research']","['Young Hyun Kim', 'Jin Young Shin', 'Ari Lee', 'Seungtae Park', 'Sang-Sun Han', 'Hyung Ju Hwang']",2021-07-21
Predicting synthesizability of crystalline materials via deep learning,"['Computational methods', 'Mathematics and computing']","['Ali Davariashtiyani', 'Zahra Kadkhodaie', 'Sara Kadkhodaei']",2021-11-18
A deep generative model enables automated structure elucidation of novel psychoactive substances,"['Cheminformatics', 'Machine learning', 'Mass spectrometry']","['Michael A. Skinnider', 'Fei Wang', 'Daniel Pasin', 'Russell Greiner', 'Leonard J. Foster', 'Petur W. Dalsgaard', 'David S. Wishart']",2021-11-15
Real-time volumetric reconstruction of biological dynamics with light-field microscopy and deep learning,"['Microscopy', 'Optical imaging']","['Zhaoqiang Wang', 'Lanxin Zhu', 'Hao Zhang', 'Guo Li', 'Chengqiang Yi', 'Yi Li', 'Yicong Yang', 'Yichen Ding', 'Mei Zhen', 'Shangbang Gao', 'Tzung K. Hsiai', 'Peng Fei']",2021-02-11
Robust seed germination prediction using deep learning and RGB image data,"['High-throughput screening', 'Isolation, separation and purification', 'Plant breeding', 'Plant development']","['Yuval Nehoshtan', 'Elad Carmon', 'Omer Yaniv', 'Sharon Ayal', 'Or Rotem']",2021-11-11
Ambulatory seizure forecasting with a wrist-worn device using long-short term memory deep learning,"['Epilepsy', 'Learning algorithms', 'Neurology']","['Mona Nasseri', 'Tal Pal Attia', 'Boney Joseph', 'Nicholas M. Gregg', 'Ewan S. Nurse', 'Pedro  F. Viana', 'Gregory Worrell', 'Matthias Dümpelmann', 'Mark P. Richardson', 'Dean R. Freestone', 'Benjamin H. Brinkmann']",2021-11-09
Deep learning identifies antigenic determinants of severe SARS-CoV-2 infection within T-cell repertoires,"['Biomarkers', 'Computational biology and bioinformatics', 'Computational models', 'Diseases', 'Genome informatics', 'Immunology', 'Machine learning', 'Medical research']","['John-William Sidhom', 'Alexander S. Baras']",2021-07-12
Deep learning for visualization and novelty detection in large X-ray diffraction datasets,"['Characterization and analytical techniques', 'Computational methods']","['Lars Banko', 'Phillip M. Maffettone', 'Dennis Naujoks', 'Daniel Olds', 'Alfred Ludwig']",2021-07-09
A deep learning algorithm for automated measurement of vertebral body compression from X-ray images,"['Biomedical engineering', 'Electrical and electronic engineering', 'Health care', 'Medical research']","['Jae Won Seo', 'Sang Heon Lim', 'Jin Gyo Jeong', 'Young Jae Kim', 'Kwang Gi Kim', 'Ji Young Jeon']",2021-07-02
Geometric deep learning enables 3D kinematic profiling across species and environments,"['Behavioural methods', 'Computational neuroscience', 'Machine learning', 'Model vertebrates', 'Neuroscience']","['Timothy W. Dunn', 'Jesse D. Marshall', 'Kyle S. Severson', 'Diego E. Aldarondo', 'David G. C. Hildebrand', 'Selmaan N. Chettih', 'William L. Wang', 'Amanda J. Gellis', 'David E. Carlson', 'Dmitriy Aronov', 'Winrich A. Freiwald', 'Fan Wang', 'Bence P. Ölveczky']",2021-04-19
A deep learning approach to identify and segment alpha-smooth muscle actin stress fiber positive cells,"['Biomaterials – cells', 'Computational models', 'Image processing', 'Machine learning']","['Alexander Hillsley', 'Javier E. Santos', 'Adrianne M. Rosales']",2021-11-08
Deep learning for the quality control of thermoforming food packages,"['Computer science', 'Engineering', 'Information technology', 'Software']","['Núria Banús', 'Imma Boada', 'Pau Xiberta', 'Pol Toldrà', 'Narcís Bustins']",2021-11-08
A deep learning framework for high-throughput mechanism-driven phenotype compound screening and its application to COVID-19 drug repurposing,"['Computational biology and bioinformatics', 'Data mining', 'Drug discovery', 'Machine learning', 'SARS-CoV-2']","['Thai-Hoang Pham', 'Yue Qiu', 'Jucheng Zeng', 'Lei Xie', 'Ping Zhang']",2021-02-01
Synthetic polarization-sensitive optical coherence tomography by deep learning,"['Biophotonics', 'Cancer imaging', 'Computational science', 'Imaging and sensing']","['Yi Sun', 'Jianfeng Wang', 'Jindou Shi', 'Stephen A. Boppart']",2021-07-01
Combined deep CNN–LSTM network-based multitasking learning architecture for noninvasive continuous blood pressure estimation using difference in ECG-PPG features,"['Biomedical engineering', 'Health care']","['Da Un Jeong', 'Ki Moo Lim']",2021-06-29
Deep learning-based automated detection for diabetic retinopathy and diabetic macular oedema in retinal fundus photographs,"['Physical examination', 'Retinal diseases']","['Feng Li', 'Yuguang Wang', 'Tianyi Xu', 'Lin Dong', 'Lei Yan', 'Minshan Jiang', 'Xuedian Zhang', 'Hong Jiang', 'Zhizheng Wu', 'Haidong Zou']",2021-07-01
MULTICOM2 open-source protein structure prediction system powered by deep learning and distance prediction,"['Protein structure predictions', 'Software']","['Tianqi Wu', 'Jian Liu', 'Zhiye Guo', 'Jie Hou', 'Jianlin Cheng']",2021-06-23
Low-N protein engineering with data-efficient deep learning,"['Machine learning', 'Protein design']","['Surojit Biswas', 'Grigory Khimulya', 'Ethan C. Alley', 'Kevin M. Esvelt', 'George M. Church']",2021-04-07
Development of a fully automatic deep learning system for L3 selection and body composition assessment on computed tomography,"['Biomarkers', 'Computational biology and bioinformatics', 'Diseases']","['Jiyeon Ha', 'Taeyong Park', 'Hong-Kyu Kim', 'Youngbin Shin', 'Yousun Ko', 'Dong Wook Kim', 'Yu Sub Sung', 'Jiwoo Lee', 'Su Jung Ham', 'Seungwoo Khang', 'Heeryeol Jeong', 'Kyoyeong Koo', 'Jeongjin Lee', 'Kyung Won Kim']",2021-11-04
Deep learning models for screening of high myopia using optical coherence tomography,"['Diseases', 'Medical research']","['Kyung Jun Choi', 'Jung Eun Choi', 'Hyeon Cheol Roh', 'Jun Soo Eun', 'Jong Min Kim', 'Yong Kyun Shin', 'Min Chae Kang', 'Joon Kyo Chung', 'Chaeyeon Lee', 'Dongyoung Lee', 'Se Woong Kang', 'Baek Hwan Cho', 'Sang Jin Kim']",2021-11-04
DeepGreen: deep learning of Green’s functions for nonlinear boundary value problems,"['Applied mathematics', 'Computational science', 'Engineering', 'Mathematics and computing', 'Software']","['Craig R. Gin', 'Daniel E. Shea', 'Steven L. Brunton', 'J. Nathan Kutz']",2021-11-03
The immuneML ecosystem for machine learning analysis of adaptive immune receptor repertoires,"['Adaptive immunity', 'Computational platforms and environments', 'Machine learning']","['Milena Pavlović', 'Lonneke Scheffer', 'Keshav Motwani', 'Chakravarthi Kanduri', 'Radmila Kompova', 'Nikolay Vazov', 'Knut Waagan', 'Fabian L. M. Bernal', 'Alexandre Almeida Costa', 'Brian Corrie', 'Rahmad Akbar', 'Ghadi S. Al Hajj', 'Gabriel Balaban', 'Todd M. Brusko', 'Maria Chernigovskaya', 'Scott Christley', 'Lindsay G. Cowell', 'Robert Frank', 'Ivar Grytten', 'Sveinung Gundersen', 'Ingrid Hobæk Haff', 'Eivind Hovig', 'Ping-Han Hsieh', 'Günter Klambauer', 'Marieke L. Kuijjer', 'Christin Lund-Andersen', 'Antonio Martini', 'Thomas Minotto', 'Johan Pensar', 'Knut Rand', 'Enrico Riccardi', 'Philippe A. Robert', 'Artur Rocha', 'Andrei Slabodkin', 'Igor Snapkov', 'Ludvig M. Sollid', 'Dmytro Titov', 'Cédric R. Weber', 'Michael Widrich', 'Gur Yaari', 'Victor Greiff', 'Geir Kjetil Sandve']",2021-11-16
DNCON2_Inter: predicting interchain contacts for homodimeric and homomultimeric protein complexes using multiple sequence alignments of monomers and deep learning,"['Bioinformatics', 'Protein structure predictions']","['Farhan Quadir', 'Raj S. Roy', 'Randal Halfmann', 'Jianlin Cheng']",2021-06-10
Classification of caries in third molars on panoramic radiographs using deep learning,"['Biomedical engineering', 'Dental diseases', 'Oral diseases', 'Scientific data']","['Shankeeth Vinayahalingam', 'Steven Kempers', 'Lorenzo Limon', 'Dionne Deibel', 'Thomas Maal', 'Marcel Hanisch', 'Stefaan Bergé', 'Tong Xi']",2021-06-15
A deep learning framework for drug repurposing via emulating clinical trials on real-world patient data,"['Computational models', 'Data mining', 'Drug development', 'Machine learning']","['Ruoqi Liu', 'Lai Wei', 'Ping Zhang']",2021-01-04
Identification of nodal micrometastasis in colorectal cancer using deep learning on annotation-free whole-slide images,"['Colorectal cancer', 'Metastasis']","['Wen-Yu Chuang', 'Chi-Chung Chen', 'Wei-Hsiang Yu', 'Chi-Ju Yeh', 'Shang-Hung Chang', 'Shir-Hwa Ueng', 'Tong-Hong Wang', 'Chuen Hsueh', 'Chang-Fu Kuo', 'Chao-Yuan Yeh']",2021-06-08
Deep-learning system to improve the quality and efficiency of volumetric heart segmentation for breast cancer,"['Three-dimensional imaging', 'Translational research']","['Roman Zeleznik', 'Jakob Weiss', 'Jana Taron', 'Christian Guthier', 'Danielle S. Bitterman', 'Cindy Hancox', 'Benjamin H. Kann', 'Daniel W. Kim', 'Rinaa S. Punglia', 'Jeremy Bredfeldt', 'Borek Foldyna', 'Parastou Eslami', 'Michael T. Lu', 'Udo Hoffmann', 'Raymond Mak', 'Hugo J. W. L. Aerts']",2021-03-05
MRFGRO: a hybrid meta-heuristic feature selection method for screening COVID-19 using deep features,"['Computer science', 'Infectious diseases', 'Scientific data', 'Software']","['Arijit Dey', 'Soham Chattopadhyay', 'Pawan Kumar Singh', 'Ali Ahmadian', 'Massimiliano Ferrara', 'Norazak Senu', 'Ram Sarkar']",2021-12-15
Optical coherent dot-product chip for sophisticated deep learning regression,"['Optoelectronic devices and components', 'Photonic devices']","['Shaofu Xu', 'Jing Wang', 'Haowen Shu', 'Zhike Zhang', 'Sicheng Yi', 'Bowen Bai', 'Xingjun Wang', 'Jianguo Liu', 'Weiwen Zou']",2021-11-01
Biologically informed deep neural network for prostate cancer discovery,"['Cancer genomics', 'Computer science']","['Haitham A. Elmarakeby', 'Justin Hwang', 'Rand Arafeh', 'Jett Crowdis', 'Sydney Gang', 'David Liu', 'Saud H. AlDubayan', 'Keyan Salari', 'Steven Kregel', 'Camden Richter', 'Taylor E. Arnoff', 'Jihye Park', 'William C. Hahn', 'Eliezer M. Van Allen']",2021-09-22
Efficient and accurate identification of ear diseases using an ensemble deep learning model,"['Classification and taxonomy', 'Image processing', 'Machine learning']","['Xinyu Zeng', 'Zifan Jiang', 'Wen Luo', 'Honggui Li', 'Hongye Li', 'Guo Li', 'Jingyong Shi', 'Kangjie Wu', 'Tong Liu', 'Xing Lin', 'Fusen Wang', 'Zhenzhang Li']",2021-05-25
Identification of coronary calcifications in optical coherence tomography imaging using deep learning,"['Data processing', 'Image processing', 'Interventional cardiology', 'Machine learning']","['Yarden Avital', 'Akiva Madar', 'Shlomi Arnon', 'Edward Koifman']",2021-05-28
Automatic detect lung node with deep learning in segmentation and imbalance data labeling,"['Cancer screening', 'Computer science', 'Image processing', 'Lung cancer', 'Machine learning']","['Ting-Wei Chiu', 'Yu-Lin Tsai', 'Shun-Feng Su']",2021-05-27
DEEP picker is a deep neural network for accurate deconvolution of complex two-dimensional NMR spectra,"['Biophysical chemistry', 'Computational biophysics', 'Machine learning']","['Da-Wei Li', 'Alexandar L. Hansen', 'Chunhua Yuan', 'Lei Bruschweiler-Li', 'Rafael Brüschweiler']",2021-09-01
Chronic electrical stimulation of peripheral nerves via deep-red light transduced by an implanted organic photocapacitor,"['Biomedical engineering', 'Electronic devices', 'Peripheral nervous system']","['Malin Silverå Ejneby', 'Marie Jakešová', 'Jose J. Ferrero', 'Ludovico Migliaccio', 'Ihor Sahalianov', 'Zifang Zhao', 'Magnus Berggren', 'Dion Khodagholy', 'Vedran Đerek', 'Jennifer N. Gelinas', 'Eric Daniel Głowacki']",2021-12-16
Resurgent Na+ currents promote ultrafast spiking in projection neurons that drive fine motor control,"['Intrinsic excitability', 'Ion channels in the nervous system']","['Benjamin M. Zemel', 'Alexander A. Nevue', 'Andre Dagostin', 'Peter V. Lovell', 'Claudio V. Mello', 'Henrique von Gersdorff']",2021-11-19
Five-second STEM dislocation tomography for 300 nm thick specimen assisted by deep-learning-based noise filtering,"['Characterization and analytical techniques', 'Computer science', 'Imaging techniques', 'Microscopy']","['Yifang Zhao', 'Suguru Koike', 'Rikuto Nakama', 'Shiro Ihara', 'Masatoshi Mitsuhara', 'Mitsuhiro Murayama', 'Satoshi Hata', 'Hikaru Saito']",2021-10-26
Automated segmentation by deep learning of loose connective tissue fibers to define safe dissection planes in robot-assisted gastrectomy,"['Anatomy', 'Cancer', 'Gastroenterology']","['Yuta Kumazu', 'Nao Kobayashi', 'Naoki Kitamura', 'Elleuch Rayan', 'Paul Neculoiu', 'Toshihiro Misumi', 'Yudai Hojo', 'Tatsuro Nakamura', 'Tsutomu Kumamoto', 'Yasunori Kurahashi', 'Yoshinori Ishida', 'Munetaka Masuda', 'Hisashi Shinohara']",2021-10-27
Disease variant prediction with deep generative models of evolutionary data,"['Computational models', 'Disease genetics', 'Genetic variation', 'Genetics research', 'Machine learning']","['Jonathan Frazer', 'Pascal Notin', 'Mafalda Dias', 'Aidan Gomez', 'Joseph K. Min', 'Kelly Brock', 'Yarin Gal', 'Debora S. Marks']",2021-10-27
Deep learning-based thin-section MRI reconstruction improves tumour detection and delineation in pre- and post-treatment pituitary adenoma,"['Diagnostic markers', 'Information technology', 'Pituitary tumours']","['Da Hyun Lee', 'Ji Eun Park', 'Yeo Kyung Nam', 'Joonsung Lee', 'Seonok Kim', 'Young-Hoon Kim', 'Ho Sung Kim']",2021-10-29
Development of deep learning-based detecting systems for pathologic myopia using retinal fundus images,"['Refractive errors', 'Retinal diseases']","['Li Lu', 'Enliang Zhou', 'Wangshu Yu', 'Bin Chen', 'Peifang Ren', 'Qianyi Lu', 'Dian Qin', 'Lixian Lu', 'Qin He', 'Xuyuan Tang', 'Miaomiao Zhu', 'Li Wang', 'Wei Han']",2021-10-26
Predicting orientation-dependent plastic susceptibility from static structure in amorphous solids via deep learning,"['Glasses', 'Mechanical properties', 'Molecular dynamics', 'Structure of solids and liquids']","['Zhao Fan', 'Evan Ma']",2021-03-08
Accessory pathway analysis using a multimodal deep learning model,"['Cardiology', 'Information technology']","['Makoto Nishimori', 'Kunihiko Kiuchi', 'Kunihiro Nishimura', 'Kengo Kusano', 'Akihiro Yoshida', 'Kazumasa Adachi', 'Yasutaka Hirayama', 'Yuichiro Miyazaki', 'Ryudo Fujiwara', 'Philipp Sommer', 'Mustapha El Hamriti', 'Hiroshi Imada', 'Makoto Takemoto', 'Mitsuru Takami', 'Masakazu Shinohara', 'Ryuji Toh', 'Koji Fukuzawa', 'Ken-ichi Hirata']",2021-04-13
Predicting sex from retinal fundus photographs using automated deep learning,"['Computer science', 'Translational research']","['Edward Korot', 'Nikolas Pontikos', 'Xiaoxuan Liu', 'Siegfried K. Wagner', 'Livia Faes', 'Josef Huemer', 'Konstantinos Balaskas', 'Alastair K. Denniston', 'Anthony Khawaja', 'Pearse A. Keane']",2021-05-13
Detecting the pulmonary trunk in CT scout views using deep learning,"['Computed tomography', 'Data acquisition', 'Machine learning']","['Aydin Demircioğlu', 'Magdalena Charis Stein', 'Moon-Sung Kim', 'Henrike Geske', 'Anton S. Quinsten', 'Sebastian Blex', 'Lale Umutlu', 'Kai Nassenstein']",2021-05-13
Deep learning of HIV field-based rapid tests,"['Developing world', 'HIV infections']","['Valérian Turbé', 'Carina Herbst', 'Thobeka Mngomezulu', 'Sepehr Meshkinfamfard', 'Nondumiso Dlamini', 'Thembani Mhlongo', 'Theresa Smit', 'Valeriia Cherepanova', 'Koki Shimada', 'Jobie Budd', 'Nestor Arsenov', 'Steven Gray', 'Deenan Pillay', 'Kobus Herbst', 'Maryam Shahmanesh', 'Rachel A. McKendry']",2021-06-17
Skilful precipitation nowcasting using deep generative models of radar,"['Computer science', 'Environmental sciences']","['Suman Ravuri', 'Karel Lenc', 'Matthew Willson', 'Dmitry Kangin', 'Remi Lam', 'Piotr Mirowski', 'Megan Fitzsimons', 'Maria Athanassiadou', 'Sheleem Kashem', 'Sam Madge', 'Rachel Prudden', 'Amol Mandhane', 'Aidan Clark', 'Andrew Brock', 'Karen Simonyan', 'Raia Hadsell', 'Niall Robinson', 'Ellen Clancy', 'Alberto Arribas', 'Shakir Mohamed']",2021-09-29
Robust autofocusing for scanning electron microscopy based on a dual deep learning network,"['Scanning electron microscopy', 'Software']","['Woojin Lee', 'Hyeong Soo Nam', 'Young Gon Kim', 'Yong Ju Kim', 'Jun Hee Lee', 'Hongki Yoo']",2021-10-22
MesoNet allows automated scaling and segmentation of mouse mesoscale cortical maps using machine learning,"['Neural circuits', 'Neurological disorders']","['Dongsheng Xiao', 'Brandon J. Forys', 'Matthieu P. Vanni', 'Timothy H. Murphy']",2021-10-13
Deep learning model to predict fracture mechanisms of graphene,"['Mechanical properties', 'Two-dimensional materials']","['Andrew J. Lew', 'Chi-Hua Yu', 'Yu-Chuan Hsu', 'Markus J. Buehler']",2021-04-30
A deep learning model to detect pancreatic ductal adenocarcinoma on endoscopic ultrasound-guided fine-needle biopsy,"['Gastroenterology', 'Medical research']","['Yoshiki Naito', 'Masayuki Tsuneki', 'Noriyoshi Fukushima', 'Yutaka Koga', 'Michiyo Higashi', 'Kenji Notohara', 'Shinichi Aishima', 'Nobuyuki Ohike', 'Takuma Tajiri', 'Hiroshi Yamaguchi', 'Yuki Fukumura', 'Motohiro Kojima', 'Kenichi Hirabayashi', 'Yoshihiro Hamada', 'Tomoko Norose', 'Keita Kai', 'Yuko Omori', 'Aoi Sukeda', 'Hirotsugu Noguchi', 'Kaori Uchino', 'Junya Itakura', 'Yoshinobu Okabe', 'Yuichi Yamada', 'Jun Akiba', 'Fahdi Kanavati', 'Yoshinao Oda', 'Toru Furukawa', 'Hirohisa Yano']",2021-04-19
A deep learning model for classifying human facial expressions from infrared thermal images,"['Expression systems', 'Imaging']","['Ankan Bhattacharyya', 'Somnath Chatterjee', 'Shibaprasad Sen', 'Aleksandr Sinitca', 'Dmitrii Kaplun', 'Ram Sarkar']",2021-10-19
Fusion of multi-scale bag of deep visual words features of chest X-ray images to detect COVID-19 infection,"['Computational biology and bioinformatics', 'Medical research']","['Chiranjibi Sitaula', 'Tej Bahadur Shahi', 'Sunil Aryal', 'Faezeh Marzbanrad']",2021-12-13
Prediction of ambulatory outcome in patients with corona radiata infarction using deep learning,"['Diseases', 'Neurology', 'Neuroscience']","['Jeoung Kun Kim', 'Yoo Jin Choo', 'Hyunkwang Shin', 'Gyu Sang Choi', 'Min Cheol Chang']",2021-04-12
Deep learning and ensemble stacking technique for differentiating polypoidal choroidal vasculopathy from neovascular age-related macular degeneration,"['Mathematics and computing', 'Medical research']","['Yu-Bai Chou', 'Chung-Hsuan Hsu', 'Wei-Shiang Chen', 'Shih-Jen Chen', 'De-Kuang Hwang', 'Yi-Ming Huang', 'An-Fei Li', 'Henry Horng-Shing Lu']",2021-03-30
Predicting medication adherence using ensemble learning and deep learning models with large scale healthcare data,"['Computational science', 'Electrical and electronic engineering', 'Scientific data']","['Yingqi Gu', 'Akshay Zalkikar', 'Mingming Liu', 'Lara Kelly', 'Amy Hall', 'Kieran Daly', 'Tomas Ward']",2021-09-23
Multiview confocal super-resolution microscopy,"['Fluorescence imaging', 'Super-resolution microscopy']","['Yicong Wu', 'Xiaofei Han', 'Yijun Su', 'Melissa Glidewell', 'Jonathan S. Daniels', 'Jiamin Liu', 'Titas Sengupta', 'Ivan Rey-Suarez', 'Robert Fischer', 'Akshay Patel', 'Christian Combs', 'Junhui Sun', 'Xufeng Wu', 'Ryan Christensen', 'Corey Smith', 'Lingyu Bao', 'Yilun Sun', 'Leighton H. Duncan', 'Jiji Chen', 'Yves Pommier', 'Yun-Bo Shi', 'Elizabeth Murphy', 'Sougata Roy', 'Arpita Upadhyaya', 'Daniel Colón-Ramos', 'Patrick La Riviere', 'Hari Shroff']",2021-11-26
"A database and deep learning toolbox for noise-optimized, generalized spike inference from calcium imaging","['Ca2+ imaging', 'Extracellular recording', 'Neural circuits', 'Optogenetics']","['Peter Rupprecht', 'Stefano Carta', 'Adrian Hoffmann', 'Mayumi Echizen', 'Antonin Blot', 'Alex C. Kwan', 'Yang Dan', 'Sonja B. Hofer', 'Kazuo Kitamura', 'Fritjof Helmchen', 'Rainer W. Friedrich']",2021-08-02
A low-cost and shielding-free ultra-low-field brain MRI scanner,"['Biomedical engineering', 'Brain imaging', 'Magnetic resonance imaging', 'Neurological disorders']","['Yilong Liu', 'Alex T. L. Leong', 'Yujiao Zhao', 'Linfang Xiao', 'Henry K. F. Mak', 'Anderson Chun On Tsang', 'Gary K. K. Lau', 'Gilberto K. K. Leung', 'Ed X. Wu']",2021-12-14
The feasibility of deep learning-based synthetic contrast-enhanced CT from nonenhanced CT in emergency department patients with acute abdominal pain,"['Digestive signs and symptoms', 'Medical research']","['Se Woo Kim', 'Jung Hoon Kim', 'Suha Kwak', 'Minkyo Seo', 'Changhyun Ryoo', 'Cheong-Il Shin', 'Siwon Jang', 'Jungheum Cho', 'Young-Hoon Kim', 'Kyutae Jeon']",2021-10-14
Scaling up DNA digital data storage by efficiently predicting DNA hybridisation using deep learning,"['Computational platforms and environments', 'Data processing', 'Hardware and infrastructure', 'Machine learning']",['David Buterez'],2021-10-15
Using deep learning to predict temporomandibular joint disc perforation based on magnetic resonance imaging,"['Oral diseases', 'Oral manifestations']","['Jae-Young Kim', 'Dongwook Kim', 'Kug Jin Jeon', 'Hwiyoung Kim', 'Jong-Ki Huh']",2021-03-23
Generalizability of deep learning models for dental image analysis,"['Computer science', 'Dental diseases']","['Joachim Krois', 'Anselmo Garcia Cantu', 'Akhilanand Chaurasia', 'Ranjitkumar Patil', 'Prabhat Kumar Chaudhari', 'Robert Gaudin', 'Sascha Gehrung', 'Falk Schwendicke']",2021-03-17
Electrically controlled on-demand photon transfer between high-Q photonic crystal nanocavities on a silicon chip,"['Nanocavities', 'Photonic crystals']","['Masahiro Nakadai', 'Takashi Asano', 'Susumu Noda']",2021-12-20
Deep learning on fundus images detects glaucoma beyond the optic disc,"['Information technology', 'Optic nerve diseases', 'Retina']","['Ruben Hemelings', 'Bart Elen', 'João Barbosa-Breda', 'Matthew B. Blaschko', 'Patrick De Boever', 'Ingeborg Stalmans']",2021-10-13
Automated diagnostic support system with deep learning algorithms for distinction of Philadelphia chromosome-negative myeloproliferative neoplasms using peripheral blood specimen,"['Computational biology and bioinformatics', 'Myeloproliferative disease']","['Konobu Kimura', 'Tomohiko Ai', 'Yuki Horiuchi', 'Akihiko Matsuzaki', 'Kumiko Nishibe', 'Setsuko Marutani', 'Kaori Saito', 'Kimiko Kaniyu', 'Ikki Takehara', 'Kinya Uchihashi', 'Akimichi Ohsaka', 'Yoko Tabe']",2021-02-09
Automatic classification of canine thoracic radiographs using deep learning,"['Medical imaging', 'Radiography']","['Tommaso Banzato', 'Marek Wodzinski', 'Silvia Burti', 'Valentina Longhin Osti', 'Valentina Rossoni', 'Manfredo Atzori', 'Alessandro Zotti']",2021-02-17
Development of a deep learning-based software for calculating cleansing score in small bowel capsule endoscopy,"['Gastroenterology', 'Medical research']","['Ji Hyung Nam', 'Youngbae Hwang', 'Dong Jun Oh', 'Junseok Park', 'Ki Bae Kim', 'Min Kyu Jung', 'Yun Jeong Lim']",2021-02-24
Connecting MHC-I-binding motifs with HLA alleles via deep learning,"['Machine learning', 'MHC class I']","['Ko-Han Lee', 'Yu-Chuan Chang', 'Ting-Fu Chen', 'Hsueh-Fen Juan', 'Huai-Kuang Tsai', 'Chien-Yu Chen']",2021-10-18
Unified AI framework to uncover deep interrelationships between gene expression and Alzheimer’s disease neuropathologies,"['Machine learning', 'Systems biology']","['Nicasia Beebe-Wang', 'Safiye Celik', 'Ethan Weinberger', 'Pascal Sturmfels', 'Philip L. De Jager', 'Sara Mostafavi', 'Su-In Lee']",2021-09-10
